Marca,Modelo,Año,Versión,Color,Tipo de combustible,Transmisión,Motor,Kilómetros,Precio,Moneda,Tipo de vendedor,Cilindros,Turbo
Renault,Captur,2019.0,1.6 Intens Cvt,marrón,Nafta,Automática,1.6,97000,18086.12,U$S,concesionaria,1,0
Renault,Captur,2019.0,1.6 Intens Cvt,rojo,Nafta,Automática,1.6,41000,21051.67,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Zen,gris,Nafta,Manual,2.0,79000,15302.3,U$S,concesionaria,1,0
Renault,Captur,2019.0,1.6 Intens Cvt,rojo,Nafta,Automática,1.6,66655,17224.88,U$S,tienda,1,0
Renault,Captur,2021.0,2.0 Zen,gris,Nafta,Manual,2.0,0,46169.38,U$S,tienda,1,0
Renault,Captur,2019.0,2.0 Zen,rojo,Nafta,Manual,2.0,91549,14545.45,U$S,tienda,1,0
Renault,Captur,2018.0,1.6 Intens Cvt,gris,Nafta,Automática,1.6,85000,17000.0,U$S,particular,1,0
Renault,Captur,2021.0,2.0 Zen,plata,Nafta,Manual,2.0,12000,19900.0,U$S,particular,1,0
Renault,Captur,2018.0,1.6 Life,rojo,Nafta,Manual,1.6,43170,16507.18,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,rojo,Nafta,Manual,2.0,46000,16746.41,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens,blanco,Nafta,Manual,2.0,81200,17500.0,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens,blanco,Nafta,Manual,2.0,81202,17500.0,U$S,concesionaria,1,0
Renault,Captur,2020.0,1.6 Intens Cvt,gris,Nafta,Automática,1.6,58000,18181.82,U$S,concesionaria,1,0
Renault,Captur,2022.0,1.6 Intens Cvt,gris,Nafta,Automática,1.6,67900,19808.61,U$S,tienda,1,0
Renault,Captur,2018.0,1.6 Intens Cvt,amarillo,Nafta,Automática,1.6,120000,17014.35,U$S,particular,1,0
Renault,Captur,2017.0,2.0 Intens,gris,Nafta,Automática,2.0,88000,15500.0,U$S,concesionaria,1,0
Renault,Captur,2019.0,1.6 Intens Cvt,gris,Nafta,Automática,1.6,80000,17703.35,U$S,particular,1,0
Renault,Captur,2017.0,2.0 Intens,naranja,Nafta,Automática,2.0,90000,17000.0,U$S,particular,1,0
Renault,Captur,2019.0,1.6 Intens Cvt,gris,Nafta,Automática,1.6,104000,18200.0,U$S,particular,1,0
Renault,Captur,2017.0,2.0 Intens,rojo,Nafta,Automática,2.0,18000,17224.88,U$S,concesionaria,1,0
Renault,Captur,2019.0,1.6 Life,rojo,Nafta,Manual,1.6,41000,18181.82,U$S,concesionaria,1,0
Renault,Captur,2023.0,1.6 Intens Cvt,gris,Nafta,Automática,1.6,23500,25645.93,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Zen,negro,Nafta,Manual,2.0,44000,15311.0,U$S,tienda,1,0
Renault,Captur,2020.0,2.0 Intens Manual,gris,Nafta,Manual,2.0,106000,15071.77,U$S,tienda,1,0
Renault,Captur,2019.0,1.6 Life,gris,Nafta,Manual,1.6,66000,17990.43,U$S,concesionaria,1,0
Renault,Captur,2020.0,2.0 Intens Manual,plata,Nafta,Manual,2.0,38000,19425.84,U$S,particular,1,0
Renault,Captur,2019.0,2.0 Intens Manual,gris,Nafta,Manual,2.0,30000,19138.76,U$S,tienda,1,0
Renault,Captur,2018.0,1.6 Intens Cvt,marrón,Nafta,Automática,1.6,87000,17224.88,U$S,tienda,1,0
Renault,Captur,2017.0,2.0 Intens Mt,rojo,Nafta,Manual,2.0,97442,14727.27,U$S,tienda,1,0
Renault,Captur,2017.0,2.0 Zen,blanco,Nafta/GNC,Manual,2.0,101000,7846.89,U$S,tienda,1,0
Renault,Captur,2018.0,1.6 Intens Cvt,plata,Nafta,Automática,1.6,62120,17062.2,U$S,tienda,1,0
Renault,Captur,2021.0,2.0 Intens Manual,gris,Nafta,Manual,2.0,21500,20094.74,U$S,tienda,1,0
Renault,Captur,2019.0,1.6 Intens Cvt,blanco,GNC,Automática,1.6,64545,17703.35,U$S,concesionaria,1,0
Renault,Captur,2021.0,1.6 BOSE CVT,gris,Nafta,Automática,1.6,23425,20507.18,U$S,tienda,1,0
Renault,Captur,2018.0,2.0 Intens Mt,plata,Nafta,Manual,2.0,49420,15789.47,U$S,tienda,1,0
Renault,Captur,2017.0,2.0 Intens Manual,naranja,Nafta,Manual,2.0,96003,17033.49,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,naranja,Nafta,Manual,2.0,96001,17033.49,U$S,concesionaria,1,0
Renault,Captur,2019.0,2.0 Intens Mt,marrón,Nafta,Manual,2.0,27202,17052.63,U$S,tienda,1,0
Renault,Captur,2017.0,2.0 Intens Mt,negro,Nafta,Manual,2.0,43348,15071.77,U$S,tienda,1,0
Renault,Captur,2022.0,2.0 Zen,negro,Nafta,Manual,2.0,47400,18947.37,U$S,tienda,1,0
Renault,Captur,2017.0,2.0 Intens Manual,dorado,Nafta,Manual,2.0,96000,17033.49,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,naranja,Nafta,Manual,2.0,96000,17033.49,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens Automática,blanco,Nafta,Automática,2.0,125000,15502.39,U$S,concesionaria,1,0
Renault,Captur,2016.0,2.0 Zen,gris,Nafta,Manual,2.0,46000,16171.29,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,blanco,Nafta,Manual,2.0,61800,17800.0,U$S,concesionaria,1,0
Renault,Captur,2020.0,1.6 Intens Cvt,plata,Nafta,Automática,1.6,50322,18900.0,U$S,concesionaria,1,0
Renault,Captur,2021.0,2.0 Intens Manual,gris,Nafta,Manual,2.0,30000,22870.81,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Zen,gris,Nafta,Manual,2.0,91000,18085.17,U$S,concesionaria,1,0
Renault,Captur,2020.0,2.0 Zen Mt,rojo,Nafta,Manual,2.0,19449,18813.4,U$S,tienda,1,0
Renault,Captur,2017.0,2.0 Zen,blanco,Nafta,Manual,2.0,71734,15311.0,U$S,concesionaria,1,0
Renault,Captur,2019.0,1.6 Life,gris,Nafta,Manual,1.6,69000,16746.41,U$S,concesionaria,1,0
Renault,Captur,2022.0,2.0 Intens Mt,marrón,Nafta,Manual,2.0,12478,18689.0,U$S,tienda,1,0
Renault,Captur,2019.0,1.6 Intens Cvt,blanco,Nafta,Automática,1.6,66000,17224.88,U$S,concesionaria,1,0
Renault,Captur,2021.0,2.0 Intens Manual,rojo,Nafta,Manual,2.0,23000,21626.79,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens,rojo,Nafta,Manual,2.0,123000,15215.31,U$S,tienda,1,0
Renault,Captur,2020.0,1.6 Intens Cvt,rojo,Nafta,Automática,1.6,23400,20449.76,U$S,tienda,1,0
Renault,Captur,2021.0,2.0 Zen,bordó,Nafta,Manual,2.0,17000,19031.58,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Zen,blanco,Nafta,Manual,2.0,160000,16172.25,U$S,concesionaria,1,0
Renault,Captur,2019.0,1.6 Life,blanco,Nafta,Manual,1.6,43000,16363.64,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens,blanco,Nafta,Manual,2.0,104000,16500.0,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Zen,blanco,Nafta,Manual,2.0,43000,20000.0,U$S,concesionaria,1,0
Renault,Captur,2020.0,2.0 Intens Manual,rojo,Nafta,Manual,2.0,54010,18660.29,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Zen,blanco,Nafta,Manual,2.0,72371,18900.0,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Zen,plata,Nafta,Manual,2.0,80000,17129.19,U$S,concesionaria,1,0
Renault,Captur,2021.0,2.0 Intens Manual,gris,Nafta,Manual,2.0,60000,18181.82,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,gris,Nafta,Manual,2.0,89000,16650.72,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Zen,blanco,Nafta,Manual,2.0,80000,18000.0,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Zen,negro,Nafta/GNC,Manual,2.0,88000,16500.0,U$S,concesionaria,1,0
Renault,Captur,2021.0,2.0 Intens Manual,rojo,Nafta,Manual,2.0,59700,17416.27,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens,blanco,Nafta,Manual,2.0,106132,17224.88,U$S,tienda,1,0
Renault,Captur,2020.0,1.6 Life,gris,Nafta,Manual,1.6,78000,16300.0,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens,blanco,Nafta,Automática,2.0,82100,17129.19,U$S,concesionaria,1,0
Renault,Captur,2019.0,2.0 Intens Automática,blanco,Nafta,Manual,2.0,75600,16900.0,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens,dorado,Nafta,Manual,2.0,60949,18096.65,U$S,tienda,1,0
Renault,Captur,2019.0,2.0 Zen,gris,Nafta,Manual,2.0,50000,17950.0,U$S,concesionaria,1,0
Renault,Captur,2019.0,1.6 Life,blanco,Nafta,Manual,1.6,83300,18074.64,U$S,concesionaria,1,0
Renault,Captur,2018.0,1.6 Life,blanco,Nafta,Manual,1.6,51945,15215.31,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Zen,blanco,Nafta,Manual,2.0,101000,11483.25,U$S,tienda,1,0
Renault,Captur,2019.0,2.0 Intens,gris,GNC,Manual,2.0,107400,18660.29,U$S,tienda,1,0
Renault,Captur,2018.0,2.0 Intens,gris,Nafta,Manual,2.0,58017,19129.19,U$S,tienda,1,0
Renault,Captur,2019.0,1.6 Intens Cvt,gris,Nafta,Automática,1.6,78767,17000.0,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Zen,blanco,Nafta,Manual,2.0,88379,15885.17,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Zen,negro,Nafta,Manual,2.0,78000,17702.39,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,rojo,Nafta,Manual,2.0,86000,16267.94,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Zen,blanco,Nafta,Manual,2.0,93000,15311.0,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens,blanco,Nafta,Manual,2.0,35000,17703.35,U$S,concesionaria,1,0
Renault,Captur,2020.0,2.0 Intens Automática,plata,Nafta,Automática,2.0,17000,19900.0,U$S,concesionaria,1,0
Renault,Captur,2020.0,1.6 Life,gris,Nafta,Manual,1.6,80055,17950.24,U$S,tienda,1,0
Renault,Captur,2018.0,2.0 Intens,blanco,Nafta,Manual,2.0,120000,16746.41,U$S,concesionaria,1,0
Renault,Captur,2020.0,2.0 Zen,gris,Nafta,Manual,2.0,65000,17703.35,U$S,concesionaria,1,0
Renault,Captur,2019.0,1.6 Intens Cvt,amarillo,Nafta,Automática,1.6,36000,19400.0,U$S,particular,1,0
Renault,Captur,2018.0,2.0 Intens,blanco,Nafta,Manual,2.0,101700,17000.0,U$S,concesionaria,1,0
Renault,Captur,2018.0,1.6 Intens Cvt,naranja,Nafta,Automática,1.6,62000,18947.37,U$S,concesionaria,1,0
Renault,Captur,2019.0,2.0 Zen,blanco,Nafta/GNC,Manual,2.0,70000,16000.0,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Zen,blanco,Nafta,Manual,2.0,135000,16746.41,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,negro,Nafta,Manual,2.0,84000,18000.0,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens,blanco,Nafta,Manual,2.0,113000,15900.0,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,plata,Nafta,Manual,2.0,90000,17129.19,U$S,concesionaria,1,0
Renault,Captur,2018.0,1.6 Intens Cvt,plata,Nafta,Automática,1.6,66500,17500.0,U$S,particular,1,0
Renault,Captur,2017.0,2.0 Zen,blanco,Nafta,Manual,2.0,89000,15311.0,U$S,concesionaria,1,0
Renault,Captur,2020.0,INTENS 2.0,rojo,Nafta,Manual,2.0,54010,18660.29,U$S,concesionaria,1,0
Renault,Captur,2019.0,2.0 Zen,blanco,Nafta,Manual,2.0,60000,20095.69,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Zen,gris,Nafta,Manual,2.0,54604,18660.29,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Zen,gris,Nafta,Manual,2.0,32042,17511.96,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,marrón,Nafta,Manual,2.0,73200,17400.0,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Zen,blanco,Nafta,Manual,2.0,80000,18500.0,U$S,concesionaria,1,0
Renault,Captur,2020.0,1.6 Intens Cvt,rojo,Nafta,Automática,1.6,41682,18660.29,U$S,concesionaria,1,0
Renault,Captur,2020.0,1.6 Intens Cvt,gris,Nafta,Automática,1.6,98200,17224.88,U$S,concesionaria,1,0
Renault,Captur,2019.0,2.0 Zen,gris,Nafta,Manual,2.0,133973,17129.19,U$S,tienda,1,0
Renault,Captur,2019.0,1.6 Life,gris,Nafta,Manual,1.6,80000,16400.0,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,naranja,Nafta,Manual,2.0,39000,16172.25,U$S,concesionaria,1,0
Renault,Captur,2021.0,1.6 Intens Cvt,gris,Nafta,Automática,1.6,65000,20095.69,U$S,concesionaria,1,0
Renault,Captur,2021.0,1.6 Intens Cvt,negro,Nafta,Automática,1.6,78991,20095.69,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Zen,negro,Nafta,Manual,2.0,68331,17894.74,U$S,concesionaria,1,0
Renault,Captur,2018.0,1.6 Intens Cvt,gris,Nafta,Automática,1.6,60000,20574.16,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Zen,blanco,Nafta,Manual,2.0,80000,16172.25,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,rojo,Nafta,Manual,2.0,112000,17129.19,U$S,concesionaria,1,0
Renault,Captur,2019.0,1.6 Intens Cvt,bordó,Nafta,Automática,1.6,112933,18660.29,U$S,concesionaria,1,0
Renault,Captur,2019.0,1.6 Life,gris,Nafta,Manual,1.6,58000,19617.22,U$S,tienda,1,0
Renault,Captur,2018.0,1.6 Intens Cvt,blanco,Nafta,Automática,1.6,55000,18500.0,U$S,concesionaria,1,0
Renault,Captur,2016.0,2.0 Zen,gris,Nafta,Manual,2.0,75000,15215.31,U$S,tienda,1,0
Renault,Captur,2017.0,2.0 Zen,blanco,Nafta/GNC,Manual,2.0,101020,7846.89,U$S,tienda,1,0
Renault,Captur,2020.0,2.0 Zen,blanco,Nafta,Manual,2.0,45000,14832.54,U$S,concesionaria,1,0
Renault,Captur,2019.0,2.0 Intens Manual,rojo,Nafta,Manual,2.0,70000,17703.35,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Zen,blanco,Nafta,Manual,2.0,116198,17712.92,U$S,tienda,1,0
Renault,Captur,2017.0,2.0 Intens,dorado,Nafta,Automática,2.0,96003,17033.49,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,negro,Nafta,Manual,2.0,47000,19138.76,U$S,tienda,1,0
Renault,Captur,2021.0,2.0 Intens Manual,rojo,Nafta,Manual,2.0,49550,20300.0,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens,blanco,Nafta,Manual,2.0,100000,17224.88,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens,rojo,Nafta,Manual,2.0,123000,15215.31,U$S,tienda,1,0
Renault,Captur,2018.0,2.0 Intens,rojo,Nafta,Manual,2.0,123000,15215.31,U$S,tienda,1,0
Renault,Captur,2018.0,2.0 Intens,rojo,Nafta,Manual,2.0,123000,15215.31,U$S,tienda,1,0
Renault,Captur,2018.0,2.0 Intens,rojo,Nafta,Manual,2.0,123000,15215.31,U$S,tienda,1,0
Renault,Captur,2017.0,2.0 Zen,negro,Nafta,Manual,2.0,77000,18354.07,U$S,tienda,1,0
Renault,Captur,2020.0,1.6 Intens Cvt,rojo,Nafta,Automática,1.6,22000,19138.76,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,blanco,Nafta/GNC,Manual,2.0,133000,15789.47,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,blanco,Nafta,Manual,2.0,39000,17703.35,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Zen,blanco,Nafta,Manual,2.0,76200,8612.44,U$S,concesionaria,1,0
Renault,Captur,2020.0,1.6 Intens Cvt,rojo,Nafta,Automática,1.6,69000,18660.29,U$S,concesionaria,1,0
Renault,Captur,2019.0,2.0 Zen,blanco,Nafta,Manual,2.0,120000,17224.88,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Zen,blanco,Nafta,Manual,2.0,101000,9473.68,U$S,tienda,1,0
Renault,Captur,2019.0,1.6 Intens Cvt,rojo,Nafta,Automática,1.6,69000,15789.47,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,gris,Nafta,Manual,2.0,67000,16066.99,U$S,particular,1,0
Renault,Captur,2021.0,2.0 Intens Manual,rojo,Nafta,Manual,2.0,10500,22500.0,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens,amarillo,Nafta,Manual,2.0,51209,17033.49,U$S,concesionaria,1,0
Renault,Captur,2021.0,2.0 Intens Manual,gris,Nafta,Manual,2.0,77000,19904.31,U$S,concesionaria,1,0
Renault,Captur,2016.0,2.0 Intens,marrón,Nafta,Manual,2.0,89200,16794.26,U$S,tienda,1,0
Renault,Captur,2017.0,2.0 Intens,blanco,Nafta,Automática,2.0,66320,16746.41,U$S,tienda,1,0
Renault,Captur,2020.0,1.6 Intens Cvt,blanco,Nafta,Automática,1.6,56000,18660.29,U$S,concesionaria,1,0
Renault,Captur,2018.0,1.6 Intens Cvt,marrón,Nafta,Automática,1.6,92000,17224.88,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Zen,blanco,Nafta,Manual,2.0,76200,16000.0,U$S,concesionaria,1,0
Renault,Captur,2018.0,1.6 Intens Cvt,blanco,Nafta,Automática,1.6,155500,15215.31,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Zen,blanco,Nafta,Manual,2.0,66700,16842.11,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,blanco,Nafta,Manual,2.0,35000,16258.37,U$S,concesionaria,1,0
Renault,Captur,2019.0,2.0 Intens Manual,rojo,Nafta,Manual,2.0,69000,18086.12,U$S,concesionaria,1,0
Renault,Captur,2019.0,1.6 Intens Cvt,gris,Nafta,Automática,1.6,98856,18708.13,U$S,tienda,1,0
Renault,Captur,2019.0,1.6 Intens Cvt,blanco,Nafta,Automática,1.6,136700,18660.29,U$S,tienda,1,0
Renault,Captur,2017.0,1.6 Intens Mt,negro,Nafta,Manual,1.6,47000,19138.76,U$S,tienda,1,0
Renault,Captur,2018.0,2.0 Zen,gris,Nafta,Manual,2.0,62000,17990.43,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Zen,plata,Nafta,Manual,2.0,130800,14832.54,U$S,tienda,1,0
Renault,Captur,2018.0,2.0 Zen,gris,Nafta,Manual,2.0,31000,18500.0,U$S,concesionaria,1,0
Renault,Captur,2017.0,INTENS 2.0,rojo,Nafta/GNC,Automática,2.0,91349,16267.94,U$S,concesionaria,1,0
Renault,Captur,2019.0,2.0 Zen,blanco,Nafta/GNC,Manual,2.0,68000,19999.04,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,gris,Nafta,Manual,2.0,49000,18500.0,U$S,concesionaria,1,0
Renault,Captur,2018.0,1.6 Life,rojo,Nafta,Manual,1.6,110000,16746.41,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens,rojo,Nafta,Manual,2.0,42000,16937.8,U$S,particular,1,0
Renault,Captur,2019.0,1.6 Intens Cvt,blanco,Nafta,Automática,1.6,40000,19500.0,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens,gris,Nafta,Manual,2.0,89000,16746.41,U$S,particular,1,0
Renault,Captur,2017.0,2.0 Zen,blanco,Nafta,Manual,2.0,76586,15789.47,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,negro,Nafta/GNC,Manual,2.0,90000,15500.0,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,blanco,Nafta,Manual,2.0,95000,18660.29,U$S,concesionaria,1,0
Renault,Captur,2021.0,1.6 Intens Cvt,gris,Nafta,Automática,1.6,58000,19119.62,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Zen,blanco,Nafta,Manual,2.0,158440,13800.0,U$S,particular,1,0
Renault,Captur,2018.0,2.0 Intens,rojo,Nafta,Manual,2.0,26150,17301.44,U$S,tienda,1,0
Renault,Captur,2017.0,2.0 Intens,rojo,Nafta,Automática,2.0,79785,17301.44,U$S,tienda,1,0
Renault,Captur,2018.0,2.0 Zen,gris,Nafta,Manual,2.0,79500,17000.0,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens,rojo,Nafta,Manual,2.0,95000,16700.0,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Zen,gris,Nafta,Manual,2.0,140000,17224.88,U$S,concesionaria,1,0
Renault,Captur,2016.0,2.0 Intens,gris,Nafta,Manual,2.0,58000,16000.0,U$S,particular,1,0
Renault,Captur,2019.0,2.0 Intens Manual,gris,Nafta,Manual,2.0,130000,18660.29,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens,gris,Nafta,Automática,2.0,70000,18500.0,U$S,concesionaria,1,0
Renault,Captur,2021.0,1.6 Intens Cvt,gris,Nafta,Automática,1.6,0,28000.0,U$S,concesionaria,1,0
Renault,Captur,2019.0,2.0 Zen,gris,Nafta,Manual,2.0,75000,20574.16,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens,gris,Nafta,Manual,2.0,95000,17703.35,U$S,concesionaria,1,0
Renault,Captur,2019.0,1.6 Intens Cvt,blanco,Nafta,Automática,1.6,73700,22392.34,U$S,concesionaria,1,0
Renault,Captur,2019.0,INTENS 1.6 CVT,blanco,Nafta,Automática,1.6,64700,18000.0,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens,rojo,Nafta,Automática,2.0,91000,21148.33,U$S,concesionaria,1,0
Renault,Captur,2016.0,2.0 Zen,gris,Nafta,Manual,2.0,105000,17511.96,U$S,concesionaria,1,0
Renault,Captur,2018.0,1.6 Life,gris,Nafta,Manual,1.6,151000,16000.0,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,blanco,Nafta,Manual,2.0,27200,18181.82,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens,rojo,Nafta,Manual,2.0,95000,15311.0,U$S,concesionaria,1,0
Renault,Captur,2021.0,2.0 Zen,gris,Nafta,Manual,2.0,46000,19138.76,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens,marrón,Nafta,Manual,2.0,66000,15693.78,U$S,particular,1,0
Renault,Captur,2017.0,2.0 Intens,rojo,Nafta,Automática,2.0,87000,16500.0,U$S,concesionaria,1,0
Renault,Captur,2020.0,1.6 Life,plata,Nafta,Manual,1.6,50000,18660.29,U$S,concesionaria,1,0
Renault,Captur,2018.0,1.6 Life,rojo,Nafta,Manual,1.6,139210,15215.31,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,naranja,Nafta,Manual,2.0,108000,18660.29,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Zen,negro,Nafta,Manual,2.0,135571,11483.25,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,blanco,Nafta,Manual,2.0,88050,15598.09,U$S,concesionaria,1,0
Renault,Captur,2018.0,1.6 Life,rojo,Nafta,Manual,1.6,72000,9569.38,U$S,concesionaria,1,0
Renault,Captur,2021.0,2.0 Intens Manual,rojo,Nafta,Manual,2.0,28000,22900.0,U$S,concesionaria,1,0
Renault,Captur,2019.0,2.0 Intens,gris,Nafta,Manual,2.0,50300,20191.39,U$S,concesionaria,1,0
Renault,Captur,2020.0,1.6 Intens Cvt,rojo,Nafta,Automática,1.6,43709,19617.22,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens,blanco,Nafta,Automática,2.0,80000,19619.14,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 ZEN L18,blanco,Nafta,Manual,2.0,98250,15311.0,U$S,concesionaria,1,0
Renault,Captur,2019.0,2.0 Zen,gris,Nafta,Manual,2.0,47000,17500.0,U$S,particular,1,0
Renault,Captur,2020.0,1.6 Intens Cvt,blanco,Nafta,Automática,1.6,19800,24401.91,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,rojo,Nafta,Manual,2.0,112000,17129.19,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,rojo,Nafta,Manual,2.0,112000,17129.19,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens Manual,rojo,Nafta,Manual,2.0,38100,19000.0,U$S,concesionaria,1,0
Renault,Captur,2022.0,2.0 Zen,gris,Nafta,Manual,2.0,28400,17224.88,U$S,particular,1,0
Renault,Captur,2017.0,2.0 Intens,gris,Nafta,Automática,2.0,78000,17205.74,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens,gris,Nafta,Automática,2.0,57000,18181.82,U$S,concesionaria,1,0
Renault,Captur,2018.0,2.0 Intens,gris,Nafta,Manual,2.0,108390,20095.69,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,azul,Nafta,Manual,2.0,25050,18086.12,U$S,particular,1,0
Renault,Captur,2019.0,2.0 Zen,bordó,Nafta,Manual,2.0,14700,22009.57,U$S,concesionaria,1,0
Renault,Captur,2018.0,1.6 Intens Cvt,dorado,Nafta,Automática,1.6,35000,20095.69,U$S,concesionaria,1,0
Renault,Captur,2017.0,2.0 Intens Manual,amarillo,Nafta,Manual,2.0,69000,17129.19,U$S,concesionaria,1,0
Renault,Captur,2021.0,1.6 Intens Cvt,gris,Nafta,Automática,1.6,10000,25000.0,U$S,concesionaria,1,0
Renault,Captur,2021.0,1.6 Intens Cvt,gris,Nafta,Automática,1.6,31706,22775.12,U$S,tienda,1,0
Renault,Captur,2017.0,1.6 Intens Mt,blanco,Nafta,Manual,1.6,55000,15215.31,U$S,concesionaria,1,0
Renault,Captur,2019.0,2.0 Intens Manual,blanco,Nafta,Manual,2.0,63000,19500.0,U$S,particular,1,0
Renault,Captur,2019.0,2.0 Zen,gris,Nafta,Manual,2.0,83000,17000.0,U$S,particular,1,0
Renault,Captur,2018.0,1.6 Intens Cvt,amarillo,Nafta,Automática,1.6,35000,18700.0,U$S,particular,1,0
Renault,Captur,2017.0,2.0 Zen,negro,Nafta,Manual,2.0,107000,14500.0,U$S,particular,1,0
Renault,Captur,2018.0,2.0 Intens Manual,rojo,Nafta,Manual,2.0,59000,18133.97,U$S,particular,1,0
Renault,Captur,2017.0,2.0 Intens Manual,blanco,Nafta,Manual,2.0,85000,15119.62,U$S,particular,1,0
Renault,Captur,2021.0,1.6 Intens Cvt,rojo,Nafta,Automática,1.6,18500,21052.63,U$S,particular,1,0
Renault,Captur,2017.0,2.0 Intens Manual,plata,Nafta,Manual,2.0,105000,17033.49,U$S,particular,1,0
