Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Kilómetros,Título,Precio,Moneda,Tipo de vendedor
Citroën,C4 Cactus,2023.0,1.6 Vti 115 At6 Shine,Blanco,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 At6 Shine,16746.41,U$S,tienda
Citroën,C4 Cactus,2022.0,1.6 Thp 165 At6 Shine,Blanco,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Thp 165 At6 Shine,24210.53,U$S,tienda
Citroën,C4 Cactus,2024.0,1.6 Vti 115 At6 Shine,Negro,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 At6 Shine,22870.81,U$S,concesionaria
Citroën,C4 Cactus,2021.0,1.6 Vti 115 At6 Feel Pk,Negro,Nafta,5.0,Automática,1.6,6000 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,19800.0,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 Vti 115 At6 Feel Pk,Rojo,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,9712.92,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 Vti 115 Feel Pk,Rojo,Nafta,5.0,Manual,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,9762.68,U$S,concesionaria
Citroën,C4 Cactus,2019.0,1.6 Vti 115 At6 Feel Pk,Gris,Nafta,5.0,Automática,1.6,66000 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,16746.41,U$S,concesionaria
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,Negro,Nafta,5.0,Automática,1.2,45000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,17129.19,U$S,concesionaria
Citroën,C4 Cactus,2021.0,1.6 VTI 115 FEEL PK MT,Blanco,Nafta,5.0,Manual,1,14077 km,Citroën C4 Cactus 1.6 VTI 115 FEEL PK MT,18717.7,U$S,tienda
Citroën,C4 Cactus,2024.0,1.6 Vti 115 At6 Feel Pk,Negro,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,25741.63,U$S,concesionaria
Citroën,C4 Cactus,2021.0,1.6 Vti 115 Feel Pk,Blanco,Nafta,5.0,Manual,1.6,47300 km,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,18086.12,U$S,tienda
Citroën,C4 Cactus,2024.0,1.6 Vti 115 Feel Pk,Blanco,Nafta,5.0,Manual,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,23215.31,U$S,concesionaria
Citroën,C4 Cactus,2023.0,1.6 Thp 165 At6 Shine,Blanco,Nafta,5.0,Automática,1.6,5000 km,Citroën C4 Cactus 1.6 Thp 165 At6 Shine,25741.63,U$S,concesionaria
Citroën,C4 Cactus,2021.0,1.6 Vti 115 Feel Pk,Plateado,Nafta,5.0,Manual,1.6,16549 km,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,18516.75,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 Vti 115 At6 Feel Pk,Negro,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,24401.91,U$S,concesionaria
Citroën,C4 Cactus,2020.0,1.6 Vti 115 At6 Feel Pk,Azul,Nafta,5.0,Automática,1.6,90000 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,17605.74,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 Vti 115 Feel Pk,Gris,Nafta,5.0,Manual,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,9665.55,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 Vti 115 At6 Feel Pk,Blanco,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,11674.64,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 Vti 115 At6 Feel Pk,Negro,Nafta,5.0,Automática,1.6,1000 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,23684.21,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 Noir 165 At6,Negro,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Noir 165 At6,26698.56,U$S,tienda
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,Negro,Nafta,5.0,Automática,1.2,73000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,14354.07,U$S,concesionaria
Citroën,C4 Cactus,2020.0,1.6 Vti 115 Feel Pk,Rojo,Nafta,5.0,Manual,1.6,46200 km,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,14832.54,U$S,concesionaria
Citroën,C4 Cactus,2023.0,1.6 Vti 115 Feel,Blanco,Nafta,5.0,Manual,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 Feel,21483.25,U$S,tienda
Citroën,C4 Cactus,2023.0,1.6 Vti 115 At6 Shine Bi Tono,Plateado,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 At6 Shine Bi Tono,24210.53,U$S,tienda
Citroën,C4 Cactus,2024.0,1.6 Vti 115 At6 Feel Pk,Blanco,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,24401.91,U$S,concesionaria
Citroën,C4 Cactus,2021.0,1.6 Vti 115 At6 Feel Pk,,Nafta,5.0,Automática,1.6,19000 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,20956.94,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 VTI 115 FEEL+ AT,Negro,Nafta,5.0,Automática,1,1000 km,Citroën C4 Cactus 1.6 VTI 115 FEEL+ AT,20746.41,U$S,tienda
Citroën,C4 Cactus,2020.0,1.6 Vti 115 At6 Shine Bi Tono,Rojo,Nafta,5.0,Automática,1.6,57000 km,Citroën C4 Cactus 1.6 Vti 115 At6 Shine Bi Tono,19600.0,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 Vti 115 At6 Shine,Blanco,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 At6 Shine,24880.38,U$S,concesionaria
Citroën,C4 Cactus,2020.0,1.6 Thp 165 At6 Shine,Gris,Nafta,5.0,Automática,1.6,50000 km,Citroën C4 Cactus 1.6 Thp 165 At6 Shine,19617.22,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 Vti 115 Feel,Gris,Nafta,5.0,Manual,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 Feel,17033.49,U$S,tienda
Citroën,C4 Cactus,2022.0,1.6 Vti 115 At6 Feel Pk,Negro,Nafta,5.0,Automática,1.6,39480 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,19904.31,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 Noir 165 At6,Negro,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Noir 165 At6,26985.65,U$S,tienda
Citroën,C4 Cactus,2019.0,1.6 Vti 115 At6 Feel Pk,Gris,Nafta,5.0,Automática,1.6,50000 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,16500.0,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 Vti 115 At6 Shine Bi Tono,Blanco,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 At6 Shine Bi Tono,18181.82,U$S,tienda
Citroën,C4 Cactus,2023.0,1.6 Vti 115 At6 Shine Bi Tono,Blanco,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 At6 Shine Bi Tono,18133.97,U$S,tienda
Citroën,C4 Cactus,2022.0,1.6 Vti 115 Feel Pk,Negro,Nafta,5.0,Manual,1.6,39480 km,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,19904.31,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 Thp 165 At6 Shine,Blanco,Nafta,5.0,Automática,,0 km,Citroën C4 Cactus 1.6 Thp 165 At6 Shine,24784.69,U$S,concesionaria
Citroën,C4 Cactus,2021.0,1.6 Vti 115 Feel,Blanco,Nafta,5.0,Manual,1.6,99000 km,Citroën C4 Cactus 1.6 Vti 115 Feel,17224.88,U$S,concesionaria
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,Amarillo,Nafta,5.0,Automática,1.2,51000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,14000.0,U$S,concesionaria
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,Blanco,Nafta,5.0,Automática,1.2,55000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,10000.0,U$S,concesionaria
Citroën,C4 Cactus,2024.0,SHINE THP TIP.,Plateado,Nafta,5.0,Automática,thp,0 km,Citroën C4 Cactus SHINE THP TIP.,25837.32,U$S,concesionaria
Citroën,C4 Cactus,2023.0,1.6 Vti 115 Feel Pk,Blanco,Nafta,5.0,Manual,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,26932.06,U$S,tienda
Citroën,C4 Cactus,2021.0,1.6 Vti 115 At6 Feel Pk,Blanco,Nafta,5.0,Automática,1.6,21000 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,18870.81,U$S,concesionaria
Citroën,C4 Cactus,2020.0,1.6 Thp 165 At6 Shine,Blanco,Nafta,5.0,Automática,1.6,61000 km,Citroën C4 Cactus 1.6 Thp 165 At6 Shine,19702.39,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 Vti 115 At6 Shine Bi Tono,Gris,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 At6 Shine Bi Tono,8057.51,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 Vti 115 At6 Shine Bi Tono,Blanco,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 At6 Shine Bi Tono,8038.37,U$S,concesionaria
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,Rojo,Nafta,5.0,Automática,1.2,89500 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,14832.54,U$S,concesionaria
Citroën,C4 Cactus,2019.0,1.6 Vti 115 At6 Shine Bi Tono,Negro,Nafta,5.0,Automática,1.6,40500 km,Citroën C4 Cactus 1.6 Vti 115 At6 Shine Bi Tono,14354.07,U$S,tienda
Citroën,C4 Cactus,2020.0,1.6 Vti 115 Live,Blanco,Nafta,5.0,Manual,1.6,30000 km,Citroën C4 Cactus 1.6 Vti 115 Live,18000.0,U$S,concesionaria
Citroën,C4 Cactus,2017.0,1.2 Puretech 110 At6 S&s Shine,Blanco,Nafta,5.0,Automática,1.2,70000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,13397.13,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 Noir 165 At6,Gris,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Noir 165 At6,20095.69,U$S,tienda
Citroën,C4 Cactus,2024.0,1.6 Noir 165 At6,Gris,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Noir 165 At6,26985.65,U$S,tienda
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,Negro,Nafta,5.0,Automática,1.2,85877 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,14930.14,U$S,tienda
Citroën,C4 Cactus,2022.0,1.6 Vti 115 At6 Feel Pk,Negro,Nafta,5.0,Automática,1.6,33000 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,18660.29,U$S,concesionaria
Citroën,C4 Cactus,2023.0,1.6 Vti 115 Feel,Negro,Nafta,5.0,Manual,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 Feel,21435.41,U$S,concesionaria
Citroën,C4 Cactus,2023.0,1.6 Vti 115 Feel,Gris,Nafta,5.0,Manual,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 Feel,22966.51,U$S,tienda
Citroën,C4 Cactus,2021.0,1.6 115 Feel Pack,Rojo,Nafta,5.0,Manual,1.6,45000 km,Citroën C4 Cactus 1.6 115 Feel Pack,18181.82,U$S,concesionaria
Citroën,C4 Cactus,2021.0,1.6 Vti 115 Feel Pk,Blanco,Nafta,5.0,Manual,1.6,42000 km,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,18086.12,U$S,concesionaria
Citroën,C4 Cactus,2022.0,1.6 Vti 115 Feel,Negro,Nafta,5.0,Manual,1.6,68500 km,Citroën C4 Cactus 1.6 Vti 115 Feel,18947.37,U$S,concesionaria
Citroën,C4 Cactus,2020.0,1.6 115 Feel Pack,Blanco,Nafta,5.0,Manual,1.6,58824 km,Citroën C4 Cactus 1.6 115 Feel Pack,16746.41,U$S,concesionaria
Citroën,C4 Cactus,2017.0,1.2 Puretech 110 At6 S&s Shine,Gris,Nafta,5.0,Automática,1.2,59000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,13900.0,U$S,concesionaria
Citroën,C4 Cactus,2021.0,1.6 Vti 115 Feel,Blanco,Nafta,5.0,Manual,1.6,114500 km,Citroën C4 Cactus 1.6 Vti 115 Feel,16842.11,U$S,concesionaria
Citroën,C4 Cactus,2024.0,C4 CACTUS NOIR,Gris,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus C4 CACTUS NOIR,28171.29,U$S,tienda
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,Gris,Nafta,5.0,Automática,1.2,70000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,13875.6,U$S,concesionaria
Citroën,C4 Cactus,2022.0,1.6 Vti 115 Feel Pk,,Nafta,5.0,Manual,1.6,41000 km,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,18660.29,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 Thp 165 At6 Shine,Blanco,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Thp 165 At6 Shine,23923.44,U$S,concesionaria
Citroën,C4 Cactus,2020.0,1.6 Vti 115 At6 Shine Bi Tono,,Nafta,5.0,Automática,1.6,54000 km,Citroën C4 Cactus 1.6 Vti 115 At6 Shine Bi Tono,18181.82,U$S,concesionaria
Citroën,C4 Cactus,2023.0,1.6 Vti 115 Feel Pk,Gris,Nafta,5.0,Manual,1.6,22000 km,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,18660.29,U$S,particular
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,,Nafta,5.0,Automática,1.2,77000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,14400.0,U$S,particular
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,Negro,Nafta,5.0,Automática,1.2,76000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,16267.94,U$S,concesionaria
Citroën,C4 Cactus,2023.0,1.6 Vti 115 Feel Pk,,Nafta,5.0,Manual,1.6,1000 km,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,18660.29,U$S,concesionaria
Citroën,C4 Cactus,2018.0,1.6 Vti 115 Feel,Azul,Nafta,5.0,Manual,1.6,92000 km,Citroën C4 Cactus 1.6 Vti 115 Feel,14306.22,U$S,concesionaria
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,Blanco,Nafta,5.0,Automática,1.2,82660 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,12631.58,U$S,concesionaria
Citroën,C4 Cactus,2021.0,1.6 Vti 115 At6 Feel Pk,,Nafta,5.0,Automática,1.6,54000 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,18373.21,U$S,concesionaria
Citroën,C4 Cactus,2017.0,1.2 Puretech 110 At6 S&s Shine,Blanco,Nafta,5.0,Automática,1.2,86455 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,14066.99,U$S,tienda
Citroën,C4 Cactus,2022.0,1.6 Vti 115 At6 Feel Pk,,Nafta,5.0,Automática,1.6,36000 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,20900.0,U$S,particular
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,,Nafta,5.0,Automática,1.2,95000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,14000.0,U$S,particular
Citroën,C4 Cactus,2023.0,1.6 Vti 115 At6 Feel Pk,,Nafta,5.0,Automática,1.6,7400 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,20900.0,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 Thp 165 At6 Shine,Blanco,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Thp 165 At6 Shine,23923.44,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 Thp 165 At6 Shine,Gris,Nafta,5.0,Automática,1.6,0 km,Citroën C4 Cactus 1.6 Thp 165 At6 Shine,19100.48,U$S,tienda
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,,Nafta,5.0,Automática,1.2,74900 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,14162.68,U$S,concesionaria
Citroën,C4 Cactus,2019.0,1.6 Vti 115 At6 Shine Bi Tono,Plateado,Nafta,5.0,Automática,1.6,68140 km,Citroën C4 Cactus 1.6 Vti 115 At6 Shine Bi Tono,21693.78,U$S,tienda
Citroën,C4 Cactus,2019.0,1.6 Vti 115 Feel Pk,,Nafta,5.0,Manual,1.6,57000 km,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,14736.84,U$S,concesionaria
Citroën,C4 Cactus,2020.0,1.6 Vti 115 At6 Shine,Gris,Nafta,5.0,Automática,1.6,80000 km,Citroën C4 Cactus 1.6 Vti 115 At6 Shine,18086.12,U$S,concesionaria
Citroën,C4 Cactus,2024.0,1.6 Vti 115 Origins,Blanco,Nafta,5.0,Manual,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 Origins,23349.28,U$S,concesionaria
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,,Nafta,5.0,Automática,1.2,62000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,14000.0,U$S,particular
Citroën,C4 Cactus,2022.0,1.6 Vti 115 At6 Feel Pk,Blanco,Nafta,5.0,Automática,1.6,30800 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,21000.0,U$S,concesionaria
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 Rip Curl,Gris,Nafta,5.0,Automática,1.2,84442 km,Citroën C4 Cactus 1.2 Puretech 110 At6 Rip Curl,14832.54,U$S,concesionaria
Citroën,C4 Cactus,2019.0,1.6 Vti 115 Feel Pk,Negro,Nafta,5.0,Manual,1.6,40000 km,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,17703.35,U$S,concesionaria
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,,Nafta,5.0,Automática,1.2,70000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,15500.0,U$S,concesionaria
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,,Nafta,5.0,Automática,1.2,62000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,13700.0,U$S,concesionaria
Citroën,C4 Cactus,2017.0,1.2 Puretech 110 At6 S&s Shine,,Nafta,5.0,Automática,1.2,67000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,14800.0,U$S,particular
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,,Nafta,5.0,Automática,1.2,58000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,14900.0,U$S,particular
Citroën,C4 Cactus,2019.0,Citroën C4 Cactus 1.6 Thp 165 At6 Shine,Plateado,Nafta,5.0,Automática,1.6,83000 km,Citroën C4 Cactus Citroën C4 Cactus 1.6 Thp 165 At6 Shine,17500.0,U$S,particular
Citroën,C4 Cactus,2022.0,1.6 Vti 115 At6 Shine Bi Tono,,Nafta,5.0,Automática,1.6,14300 km,Citroën C4 Cactus 1.6 Vti 115 At6 Shine Bi Tono,20956.94,U$S,concesionaria
Citroën,C4 Cactus,2022.0,1.6 Thp 165 At6 Shine,,Nafta,5.0,Automática,1.6,10200 km,Citroën C4 Cactus 1.6 Thp 165 At6 Shine,21052.63,U$S,concesionaria
Citroën,C4 Cactus,2019.0,1.6 Vti 115 At6 Feel Pk,Negro,Nafta,5.0,Automática,1.6,29000 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,18373.21,U$S,concesionaria
Citroën,C4 Cactus,2022.0,1.6 Vti 115 Feel,Negro,Nafta,5.0,Manual,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 Feel,25358.85,U$S,concesionaria
Citroën,C4 Cactus,2020.0,1.6 Thp 165 At6 Shine,Negro,Nafta,5.0,Automática,1.6,60000 km,Citroën C4 Cactus 1.6 Thp 165 At6 Shine,16746.41,U$S,concesionaria
Citroën,C4 Cactus,2021.0,1.6 Vti 115 Feel Pk,Gris,Nafta,5.0,Manual,1.6,16549 km,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,18516.75,U$S,concesionaria
Citroën,C4 Cactus,2022.0,1.6 Vti 115 Feel,,Nafta,5.0,Manual,1.6,24638 km,Citroën C4 Cactus 1.6 Vti 115 Feel,22000.0,U$S,concesionaria
Citroën,C4 Cactus,2022.0,1.6 Vti 115 Feel Pk,Gris,Nafta,5.0,Manual,1.6,11111 km,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,20094.74,U$S,concesionaria
Citroën,C4 Cactus,2019.0,1.6 Vti 115 At6 Shine,,Nafta,5.0,Automática,1.6,68000 km,Citroën C4 Cactus 1.6 Vti 115 At6 Shine,16500.0,U$S,concesionaria
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,,Nafta,5.0,Automática,1.2,79000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,15500.0,U$S,concesionaria
Citroën,C4 Cactus,2020.0,1.6 Thp 165 At6 Shine,,Nafta,5.0,Automática,1.6,55000 km,Citroën C4 Cactus 1.6 Thp 165 At6 Shine,20000.0,U$S,concesionaria
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,,Nafta,5.0,Automática,1.2,98000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,11961.72,U$S,concesionaria
Citroën,C4 Cactus,2019.0,1.6 Vti 115 At6 Shine Bi Tono,,Nafta,5.0,Automática,1.6,45000 km,Citroën C4 Cactus 1.6 Vti 115 At6 Shine Bi Tono,19500.0,U$S,concesionaria
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 Rip Curl,,Nafta,5.0,Automática,1.2,120000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 Rip Curl,18086.12,U$S,concesionaria
Citroën,C4 Cactus,2023.0,1.6 Vti 115 Feel,Gris,Nafta,5.0,Manual,1.6,0 km,Citroën C4 Cactus 1.6 Vti 115 Feel,21818.18,U$S,concesionaria
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 Rip Curl,Marrón,Nafta,5.0,Automática,1.2,33000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 Rip Curl,15598.09,U$S,concesionaria
Citroën,C4 Cactus,2022.0,1.6 Vti 115 Feel Pk,Plateado,Nafta,5.0,Manual,1.6,10000 km,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,20200.0,U$S,concesionaria
Citroën,C4 Cactus,2020.0,1.6 Thp 165 At6 Shine,,Nafta,5.0,Automática,1.6,50000 km,Citroën C4 Cactus 1.6 Thp 165 At6 Shine,18500.0,U$S,concesionaria
Citroën,C4 Cactus,2022.0,1.6 Vti 115 Feel,Gris,Nafta,5.0,Manual,1.6,114000 km,Citroën C4 Cactus 1.6 Vti 115 Feel,17990.43,U$S,concesionaria
Citroën,C4 Cactus,2022.0,1.6 Vti 115 Feel Pk,Gris,Nafta,5.0,Manual,1.6,29000 km,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,22500.0,U$S,concesionaria
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,,Nafta,5.0,Automática,1.2,78000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,14900.0,U$S,concesionaria
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,Negro,Nafta,5.0,Automática,1.2,70000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,14354.07,U$S,concesionaria
Citroën,C4 Cactus,2021.0,1.6 Vti 115 At6 Feel Pk,Rojo,Nafta,5.0,Automática,1.6,39000 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,20500.0,U$S,concesionaria
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,Negro,Nafta,5.0,Automática,1.2,70000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,14832.54,U$S,concesionaria
Citroën,C4 Cactus,2022.0,1.6 Vti 115 Feel,Gris,Nafta,5.0,Manual,1.6,42000 km,Citroën C4 Cactus 1.6 Vti 115 Feel,19043.06,U$S,concesionaria
Citroën,C4 Cactus,2020.0,1.6 Thp 165 At6 Shine,Blanco,Nafta,5.0,Automática,1.6,92000 km,Citroën C4 Cactus 1.6 Thp 165 At6 Shine,18181.82,U$S,concesionaria
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,Rojo,Nafta,5.0,Automática,1.2,60000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,15000.0,U$S,concesionaria
Citroën,C4 Cactus,2018.0,1.2 Puretech 110 At6 S&s Shine,,Nafta,5.0,Automática,1.2,77000 km,Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,14832.54,U$S,concesionaria
Citroën,C4 Cactus,2022.0,1.6 Vti 115 At6 Feel Pk,Blanco,Nafta,5.0,Automática,1.6,8000 km,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,21818.18,U$S,concesionaria
Citroën,C4 Cactus,2021.0,1.6 Vti 115 At6 X-series,Blanco,Nafta,5.0,Automática,1.6,30000 km,Citroën C4 Cactus 1.6 Vti 115 At6 X-series,21531.1,U$S,concesionaria
Citroën,C4 Cactus,2022.0,1.6 Thp 165 At6 Shine,Negro,Nafta,5.0,Automática,1.6,11200 km,Citroën C4 Cactus 1.6 Thp 165 At6 Shine,21500.0,U$S,particular
Citroën,C4 Cactus,2019.0,1.6 Vti 115 At6 Shine,Negro,Nafta,5.0,Automática,1.6,79000 km,Citroën C4 Cactus 1.6 Vti 115 At6 Shine,17129.19,U$S,concesionaria
Citroën,C4 Cactus,2023.0,FEEL + AT BITONO,,Nafta,5.0,Automática,,0 km,Citroen C4 Cactus Feel + At Bitono,23827.75,U$S,concesionaria
Citroën,C4 Cactus,2024.0,Feel +,Plateado,Nafta,5.0,Automática secuencial,1.6 vti,0 km,C4 Cactus Vti At Feel + My23,18162.68,U$S,tienda
Citroën,C4 Cactus,2024.0,Thp Noir,Blanco,Nafta,5.0,Automática,1.6 THP,0 km,Citroën C4 Cactus Thp Noir 0km 2024,25358.85,U$S,concesionaria
Citroën,C4 Cactus,2024.0,Feel +,Gris,Nafta,5.0,Automática secuencial,1.6 vti 115,0 km,Citrown C4 Cactus Feel + Automatico 0km,18162.68,U$S,tienda
