Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Kilómetros,Título,Precio,Moneda,Tipo de vendedor
Ford,Kuga,2012.0,2.5 Titanium At 4x4 L (ku05),,Nafta,5.0,Automática,2.5,155000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),11866.03,U$S,particular
Ford,Kuga,2012.0,2.5 Titanium At 4x4 L (ku05),Gris,Nafta,5.0,Automática,2.5,148000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),11483.25,U$S,concesionaria
Ford,Kuga,2020.0,Kuga Se 2.5L Hibrida At,Azul,Híbrido,5.0,Automática,2.5,66625 km,Ford Kuga Kuga Se 2.5L Hibrida At,34354.07,U$S,tienda
Ford,Kuga,2015.0,1.6 Sel 6mt Fwd T 150 Cv,Plateado,Nafta,5.0,Manual,1.6,151720 km,Ford Kuga 1.6 Sel 6mt Fwd T 150 Cv,10765.55,U$S,concesionaria
Ford,Kuga,2017.0,2.0 Titanium At Awd,,Nafta,5.0,Automática,2.0,89000 km,Ford Kuga 2.0 Titanium At Awd,23010.0,U$S,concesionaria
Ford,Kuga,2014.0,1.6 Titanium At Awd T 180cv,,Nafta,5.0,Automática,1.6,100000 km,Ford Kuga 1.6 Titanium At Awd T 180cv,15200.0,U$S,concesionaria
Ford,Kuga,2013.0,1.6 Sel 6at Awd T 180cv,,Nafta,5.0,Automática,1.6,122000 km,Ford Kuga 1.6 Sel 6at Awd T 180cv,14200.0,U$S,concesionaria
Ford,Kuga,2019.0,2.0 Titanium At Awd,,Nafta,5.0,Automática,2.0,69000 km,Ford Kuga 2.0 Titanium At Awd,26000.0,U$S,particular
Ford,Kuga,2022.0,TITANIUM 2.5L  AT AWD,Gris,Híbrido,4.0,Automática,2.0,47000 km,Ford Kuga TITANIUM 2.5L  AT AWD,48000.0,U$S,concesionaria
Ford,Kuga,2014.0,1.6 Sel 6mt Fwd T 150 Cv,,Nafta,5.0,Manual,1.6,128000 km,Ford Kuga 1.6 Sel 6mt Fwd T 150 Cv,13875.6,U$S,concesionaria
Ford,Kuga,2022.0,2.0 Titanium,,Nafta,5.0,Automática,2.0,7000 km,Ford Kuga 2.0 Titanium,55000.0,U$S,concesionaria
Ford,Kuga,2013.0,2.5 Trend Mt 4x4 (ku01/ku04),Blanco,Nafta,5.0,Manual,2.5,208112 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),12200.96,U$S,concesionaria
Ford,Kuga,2011.0,2.5 Trend Mt 4x4 (ku01/ku04),,Nafta,5.0,Manual,2.5,130000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),11483.25,U$S,concesionaria
Ford,Kuga,2017.0,2.0 Titanium At Awd,Azul,Nafta,5.0,Automática,2.0,105000 km,Ford Kuga 2.0 Titanium At Awd,20600.0,U$S,particular
Ford,Kuga,2017.0,2.0 Titanium At Awd,,Nafta,5.0,Automática,2.0,94500 km,Ford Kuga 2.0 Titanium At Awd,18500.0,U$S,particular
Ford,Kuga,2011.0,2.5 Trend Mt 4x4 (ku01/ku04),,Nafta,5.0,Manual,2.5,160000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),9800.0,U$S,concesionaria
Ford,Kuga,2011.0,2.5 Trend Mt 4x4 (ku01/ku04),Blanco,Nafta,5.0,Manual,2.5,143000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),11500.0,U$S,concesionaria
Ford,Kuga,2012.0,2.5 Titanium At 4x4 L (ku05),Azul,Nafta,5.0,Automática,2.5,153000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),12000.0,U$S,concesionaria
Ford,Kuga,2018.0,2.0 Titanium At Awd,Blanco,Nafta,5.0,Automática,2.0,160000 km,Ford Kuga 2.0 Titanium At Awd,24500.0,U$S,particular
Ford,Kuga,2017.0,2.0 Sel,Gris,Nafta,5.0,Automática,2.0,92000 km,Ford Kuga 2.0 Sel,20574.16,U$S,concesionaria
Ford,Kuga,2011.0,2.5 Titanium At 4x4 (ku03),Blanco,Nafta,5.0,Automática,2.5,155000 km,Ford Kuga 2.5 Titanium At 4x4 (ku03),8612.44,U$S,particular
Ford,Kuga,2014.0,1.6 Sel 6at Awd T 180cv,,Nafta,5.0,Automática,1.6,102000 km,Ford Kuga 1.6 Sel 6at Awd T 180cv,15789.47,U$S,concesionaria
Ford,Kuga,2019.0,2.0 Sel,,Nafta,5.0,Automática,2.0,53000 km,Ford Kuga 2.0 Sel,21913.88,U$S,particular
Ford,Kuga,2016.0,2.0 Titanium At Awd,Blanco,Nafta,5.0,Automática,2.0,117000 km,Ford Kuga 2.0 Titanium At Awd,18000.0,U$S,concesionaria
Ford,Kuga,2016.0,2.0 Titanium At Awd,,Nafta,5.0,Automática,2.0,91000 km,Ford Kuga 2.0 Titanium At Awd,21800.0,U$S,concesionaria
Ford,Kuga,2011.0,2.5 Titanium At 4x4 L (ku05),,Nafta,5.0,Automática,2.5,189000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),11900.0,U$S,concesionaria
Ford,Kuga,2013.0,1.6 Titanium At Awd T 180cv,Verde,Nafta,5.0,Automática,1.6,92000 km,Ford Kuga 1.6 Titanium At Awd T 180cv,17129.19,U$S,concesionaria
Ford,Kuga,2012.0,2.5 Titanium At 4x4 L (ku05),Azul,Nafta,5.0,Automática,2.5,183000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),9990.0,U$S,concesionaria
Ford,Kuga,2011.0,2.5 Trend Mt 4x4 (ku01/ku04),,Nafta,5.0,Manual,2.5,111111 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),11961.72,U$S,concesionaria
Ford,Kuga,2011.0,2.5 Titanium At 4x4 L (ku05),Blanco,Nafta,5.0,Automática,2.5,160000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),13000.0,U$S,concesionaria
Ford,Kuga,2010.0,Titanium Permuto!!!,Negro,Nafta,5.0,Automática,2.5 Turbo,175000 km,Ford Kuga Titanium Permuto!!!,8500.0,U$S,particular
Ford,Kuga,2020.0,SE 2.5 HIBRIDO,Negro,Híbrido/Nafta,5.0,Automática,2.5,14000 km,Ford Kuga Se 2.5 At Hibrido Fwd 2020 Autopremium,36900.0,U$S,concesionaria
Ford,Kuga,2023.0,2.5 Trend Mt 4x4 (ku01/ku04),Gris oscuro,Híbrido/Nafta,5.0,Automática,2.0,600 km,"Ford Kuga 2.5 Hibrida Titanium At 4x4 2023, Impecable",70000.0,U$S,concesionaria
Ford,Kuga,2013.0,2.5 Titanium At 4x4 L (ku05),Negro,Nafta,5.0,Automática,2.5,132000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),14400.0,U$S,concesionaria
Ford,Kuga,2014.0,1.6 Se Plus 6mt Fwd T 150 Cv,,Nafta,5.0,Manual,1.6,33000 km,Ford Kuga 1.6 Se Plus 6mt Fwd T 150 Cv,15900.0,U$S,concesionaria
Ford,Kuga,2011.0,2.5 Trend Mt 4x4 (ku01/ku04),,Nafta,5.0,Manual,2.5,110000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),12344.5,U$S,concesionaria
Ford,Kuga,2011.0,2.5 Trend Mt 4x4 (ku01/ku04),Naranja,Nafta,5.0,Manual,2.5,150000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),9900.0,U$S,concesionaria
Ford,Kuga,2016.0,2.0 Titanium At Awd,,Nafta,5.0,Automática,2.0,92000 km,Ford Kuga 2.0 Titanium At Awd,22000.0,U$S,concesionaria
Ford,Kuga,2010.0,2.5 Titanium At 4x4 (ku03),Gris,Nafta,5.0,Automática,2.5,138000 km,Ford Kuga 2.5 Titanium At 4x4 (ku03),10000.0,U$S,particular
Ford,Kuga,2011.0,2.5 Titanium At 4x4 (ku03),,Nafta,5.0,Automática,2.5,116000 km,Ford Kuga 2.5 Titanium At 4x4 (ku03),11000.0,U$S,particular
Ford,Kuga,2022.0,2.0 Titanium,Blanco,Nafta,5.0,Automática,2.0,30000 km,Ford Kuga 2.0 Titanium,52631.58,U$S,tienda
Ford,Kuga,2016.0,2.0 Titanium At Awd,Blanco,Nafta,5.0,Automática,2.0,81500 km,Ford Kuga 2.0 Titanium At Awd,23827.75,U$S,tienda
Ford,Kuga,2018.0,2.0 Titanium At Awd,,Nafta,5.0,Automática,2.0,103500 km,Ford Kuga 2.0 Titanium At Awd,16000.0,U$S,particular
Ford,Kuga,2013.0,2.5 Trend Mt 4x4 (ku01/ku04),Blanco,Nafta,5.0,Manual,2.5,196000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),10000.0,U$S,concesionaria
Ford,Kuga,2017.0,2.0 Titanium At Awd,Blanco,Nafta,5.0,Automática,2.0,76000 km,Ford Kuga 2.0 Titanium At Awd,23923.44,U$S,concesionaria
Ford,Kuga,2018.0,2.0 Titanium At Awd,Blanco,Nafta,5.0,Automática,2.0,111000 km,Ford Kuga 2.0 Titanium At Awd,21990.0,U$S,concesionaria
Ford,Kuga,2017.0,2.0 Sel,,Nafta,5.0,Automática,2.0,90000 km,Ford Kuga 2.0 Sel,24000.0,U$S,particular
Ford,Kuga,2010.0,2.5 Titanium At 4x4 L (ku05),Negro,Nafta,5.0,Automática,2.5,175000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),8500.0,U$S,particular
Ford,Kuga,2010.0,2.5 Titanium At 4x4 L (ku05),Blanco,Nafta,5.0,Automática,2.5,160000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),11483.55,U$S,particular
Ford,Kuga,2011.0,2.5 Titanium At 4x4 (ku03),,Nafta,5.0,Automática,2.5,159000 km,Ford Kuga 2.5 Titanium At 4x4 (ku03),10200.0,U$S,particular
Ford,Kuga,2016.0,2.0 Titanium At Awd,,Nafta,5.0,Automática,2.0,82000 km,Ford Kuga 2.0 Titanium At Awd,22000.0,U$S,particular
Ford,Kuga,2011.0,2.5 Trend Mt 4x4 (ku01/ku04),,Nafta,5.0,Manual,2.5,70000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),13600.0,U$S,particular
Ford,Kuga,2011.0,2.5 Titanium At 4x4 (ku03),,Nafta,5.0,Automática,2.5,135000 km,Ford Kuga 2.5 Titanium At 4x4 (ku03),11004.78,U$S,particular
Ford,Kuga,2018.0,2.0 Titanium At Awd,,Nafta,5.0,Automática,2.0,50000 km,Ford Kuga 2.0 Titanium At Awd,26500.0,U$S,particular
Ford,Kuga,2017.0,2.0 Sel,Blanco,Nafta,5.0,Automática,2.0,116000 km,Ford Kuga 2.0 Sel,22009.57,U$S,particular
Ford,Kuga,2010.0,2.5 Titanium At 4x4 L (ku02),,Nafta,5.0,Automática,2.5,158000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku02),8899.52,U$S,particular
Ford,Kuga,2017.0,2.0 Titanium At Awd,Blanco,Nafta,5.0,Automática,2.0,96000 km,Ford Kuga 2.0 Titanium At Awd,24000.0,U$S,particular
Ford,Kuga,2014.0,1.6 Titanium At Awd T 180cv,,Nafta,5.0,Automática,1.6,85000 km,Ford Kuga 1.6 Titanium At Awd T 180cv,16300.0,U$S,particular
Ford,Kuga,2017.0,2.0 Titanium At Awd,Blanco,Nafta,5.0,Automática,2.0,115000 km,Ford Kuga 2.0 Titanium At Awd,25000.0,U$S,particular
Ford,Kuga,2010.0,2.5 Titanium At 4x4 (ku03),,Nafta,5.0,Automática,2.5,141000 km,Ford Kuga 2.5 Titanium At 4x4 (ku03),9090.91,U$S,particular
Ford,Kuga,2012.0,2.5 Titanium At 4x4 L (ku05),,Nafta,5.0,Automática,2.5,120000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),13900.0,U$S,particular
Ford,Kuga,2013.0,2.5 Titanium At 4x4 L (ku05),,Nafta,5.0,Automática,2.5,98000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),15000.0,U$S,particular
Ford,Kuga,2013.0,2.5 Trend Mt 4x4 (ku01/ku04),,Nafta,5.0,Manual,2.5,120000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),12440.19,U$S,particular
Ford,Kuga,2015.0,1.6 Titanium At Awd T 180cv,Blanco,Nafta,5.0,Automática,1.6,124000 km,Ford Kuga 1.6 Titanium At Awd T 180cv,17500.0,U$S,particular
Ford,Kuga,2017.0,2.0 Sel,,Nafta,5.0,Automática,2.0,75201 km,Ford Kuga 2.0 Sel,20000.0,U$S,particular
Ford,Kuga,2014.0,1.6 Se Plus 6mt Fwd T 150 Cv,,Nafta,5.0,Manual,1.6,120000 km,Ford Kuga 1.6 Se Plus 6mt Fwd T 150 Cv,12440.19,U$S,particular
Ford,Kuga,2010.0,2.5 Titanium At 4x4 L (ku05),,Nafta,5.0,Automática,2.5,185000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),7846.89,U$S,particular
Ford,Kuga,2014.0,1.6 Titanium At Awd T 180cv,,Nafta,5.0,Automática,1.6,145000 km,Ford Kuga 1.6 Titanium At Awd T 180cv,13492.82,U$S,particular
Ford,Kuga,2011.0,2.5 Titanium At 4x4 L (ku05),,Nafta,5.0,Automática,2.5,128000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),11004.78,U$S,particular
Ford,Kuga,2011.0,2.5 Trend Mt 4x4 (ku01/ku04),,Nafta,5.0,Manual,2.5,126000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),10000.0,U$S,particular
Ford,Kuga,2014.0,1.6 Titanium At Awd T 180cv,,Nafta,5.0,Automática,1.6,54000 km,Ford Kuga 1.6 Titanium At Awd T 180cv,16000.0,U$S,particular
Ford,Kuga,2013.0,1.6 SEL,,Nafta,5.0,Automática,1.6,120000 km,Ford Kuga 1.6 SEL,10600.0,U$S,particular
Ford,Kuga,2013.0,2.5 Titanium At 4x4 L (ku05),,Nafta,5.0,Automática,2.5,110000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),14000.0,U$S,particular
Ford,Kuga,2012.0,2.5 Titanium At 4x4 L (ku05),,Nafta,5.0,Automática,2.5,130000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),11500.0,U$S,particular
Ford,Kuga,2010.0,2.5 Trend Mt 4x4 (ku01/ku04),,Nafta,5.0,Manual,2.5,90000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),13500.0,U$S,particular
Ford,Kuga,2016.0,2.0 Titanium At Awd,,Nafta,5.0,Automática,2.0,107000 km,Ford Kuga 2.0 Titanium At Awd,19138.76,U$S,particular
Ford,Kuga,2012.0,2.5 Trend Mt 4x4 (ku01/ku04),,Nafta,5.0,Manual,2.5,162000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),11500.0,U$S,particular
Ford,Kuga,2011.0,2.5 Trend Mt 4x4 (ku01/ku04),,Nafta,5.0,Manual,2.5,130000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),10000.0,U$S,particular
Ford,Kuga,2013.0,2.5 Titanium At 4x4 L (ku05),,Nafta,5.0,Automática,2.5,152000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),13000.0,U$S,particular
Ford,Kuga,2011.0,2.5 Titanium At 4x4 L (ku02),,Nafta,5.0,Automática,2.5,165000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku02),11500.0,U$S,particular
Ford,Kuga,2011.0,2.5 Trend Mt 4x4 (ku01/ku04),,Nafta,5.0,Manual,2.5,141000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),11004.78,U$S,particular
Ford,Kuga,2012.0,2.5 Titanium At 4x4 L (ku05),,Nafta,5.0,Automática,2.5,101000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),13000.0,U$S,particular
Ford,Kuga,2018.0,2.0 Titanium At Awd,Gris,Nafta,5.0,Automática,2.0,150000 km,Ford Kuga 2.0 Titanium At Awd,22500.0,U$S,particular
Ford,Kuga,2011.0,2.5 Titanium At 4x4 (ku03),,Nafta,5.0,Automática,2.5,179000 km,Ford Kuga 2.5 Titanium At 4x4 (ku03),11500.0,U$S,particular
Ford,Kuga,2013.0,2.5 Titanium At 4x4 L (ku05),Blanco,Nafta,5.0,Automática,2.5,105000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),13875.6,U$S,particular
Ford,Kuga,2011.0,2.5 Titanium At 4x4 (ku03),,Nafta,5.0,Automática,2.5,189000 km,Ford Kuga 2.5 Titanium At 4x4 (ku03),8133.97,U$S,particular
Ford,Kuga,2019.0,2.0 Sel,,Nafta,5.0,Automática,2.0,57000 km,Ford Kuga 2.0 Sel,22009.57,U$S,particular
Ford,Kuga,2021.0,2.0 Sel At,Blanco,Nafta,5.0,Automática,2.0,11700 km,Ford Kuga 2.0 Sel At,36900.0,U$S,particular
Ford,Kuga,2011.0,2.5 Titanium At 4x4 L (ku05),,Nafta,5.0,Automática,2.5,99500 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),12000.0,U$S,particular
Ford,Kuga,2013.0,2.5 Trend Mt 4x4 (ku01/ku04),Azul,Nafta,5.0,Manual,2.5,134999 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),11500.0,U$S,particular
Ford,Kuga,2012.0,2.5 Trend Mt 4x4 (ku01/ku04),Azul,Nafta,5.0,Manual,2.5,145000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),10500.0,U$S,particular
Ford,Kuga,2011.0,2.5 Titanium At 4x4 L (ku05),,Nafta,5.0,Automática,2.5,247000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),9999.0,U$S,particular
Ford,Kuga,2010.0,2.5 Trend Mt 4x4 (ku01/ku04),,Nafta,5.0,Manual,2.5,204000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),8800.0,U$S,particular
Ford,Kuga,2018.0,2.0 Titanium At Awd,Blanco,Nafta,5.0,Automática,2.0,94000 km,Ford Kuga 2.0 Titanium At Awd,22966.51,U$S,particular
Ford,Kuga,2011.0,2.5 Titanium At 4x4 L (ku02),Azul,Nafta,5.0,Automática,2.5,212000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku02),8899.52,U$S,particular
Ford,Kuga,2018.0,2.0 Titanium At Awd,Azul,Nafta,5.0,Automática,2.0,85000 km,Ford Kuga 2.0 Titanium At Awd,25500.0,U$S,particular
Ford,Kuga,2020.0,2.0 Sel At,,Nafta,5.0,Automática,2.0,43000 km,Ford Kuga 2.0 Sel At,35000.0,U$S,particular
Ford,Kuga,2013.0,1.6 Titanium At Awd T 180cv,Plateado,Nafta,5.0,Automática,1.6,150000 km,Ford Kuga 1.6 Titanium At Awd T 180cv,15311.0,U$S,particular
Ford,Kuga,2011.0,2.5 Trend Mt 4x4 (ku01/ku04),,Nafta,5.0,Manual,2.5,115000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),10500.0,U$S,particular
Ford,Kuga,2013.0,2.5 Trend Mt 4x4 (ku01/ku04),,Nafta,5.0,Manual,2.5,205000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),12344.5,U$S,particular
Ford,Kuga,2016.0,2.0 Titanium At Awd,Gris,Nafta,5.0,Automática,2.0,168000 km,Ford Kuga 2.0 Titanium At Awd,17200.0,U$S,particular
Ford,Kuga,2012.0,2.5 Trend Mt 4x4 (ku01/ku04),,Nafta,5.0,Manual,2.5,121000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),11000.0,U$S,particular
Ford,Kuga,2013.0,2.5 Titanium At 4x4 L (ku05),,Nafta,5.0,Automática,2.5,131000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),14000.0,U$S,particular
Ford,Kuga,2022.0,2.0 Titanium,,Nafta,5.0,Automática,2.0,12000 km,Ford Kuga 2.0 Titanium,46000.0,U$S,particular
Ford,Kuga,2014.0,1.6 Titanium At Awd T 180cv,,Nafta,5.0,Automática,1.6,170000 km,Ford Kuga 1.6 Titanium At Awd T 180cv,14500.0,U$S,particular
Ford,Kuga,2010.0,2.5 Trend Mt 4x4 (ku01/ku04),,Nafta,5.0,Manual,2.5,145000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),10900.0,U$S,particular
Ford,Kuga,2011.0,2.5 Trend Mt 4x4 (ku01/ku04),,Nafta,5.0,Manual,2.5,150000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),12440.19,U$S,particular
Ford,Kuga,2021.0,2.5 SE Hybrid FWD,Gris,Híbrido,5.0,Automática,2.5,47521 km,Ford Kuga Hybrid 2.5 Se Fwd,37000.0,U$S,particular
Ford,Kuga,2013.0,2.5 Trend Mt 4x4 (ku01/ku04),,Nafta,5.0,Manual,2.5,142000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),10047.85,U$S,particular
Ford,Kuga,2020.0,2.0 Sel At,Gris,Híbrido,5.0,Automática,2.0,53000 km,Ford Kuga 2.0 Sel At,35000.0,U$S,particular
Ford,Kuga,2018.0,2.0 Titanium At Awd,,Nafta,5.0,Automática,2.0,90000 km,Ford Kuga 2.0 Titanium At Awd,27000.0,U$S,particular
Ford,Kuga,2018.0,2.0 Sel,,Nafta,5.0,Automática,2.0,72000 km,Ford Kuga 2.0 Sel,23732.06,U$S,particular
Ford,Kuga,2016.0,2.0 Titanium At Awd,,Nafta,5.0,Automática,2.0,81000 km,Ford Kuga 2.0 Titanium At Awd,22000.0,U$S,particular
Ford,Kuga,2010.0,2.5 Trend Mt 4x4 (ku01/ku04),,Nafta,5.0,Manual,2.5,133000 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),10000.0,U$S,particular
Ford,Kuga,2013.0,1.6 Sel 6mt Fwd T 150 Cv,,Nafta,5.0,Manual,1.6,150000 km,Ford Kuga 1.6 Sel 6mt Fwd T 150 Cv,14354.07,U$S,particular
Ford,Kuga,2011.0,2.5 Titanium At 4x4 (ku03),,Nafta,5.0,Automática,2.5,137000 km,Ford Kuga 2.5 Titanium At 4x4 (ku03),11500.0,U$S,particular
Ford,Kuga,2011.0,2.5 Titanium At 4x4 L (ku05),,Nafta,5.0,Automática,2.5,175000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),10000.0,U$S,particular
Ford,Kuga,2014.0,1.6 Sel 6at Awd T 180cv,,Nafta,5.0,Automática,1.6,73700 km,Ford Kuga 1.6 Sel 6at Awd T 180cv,17500.0,U$S,particular
Ford,Kuga,2012.0,2.5 Trend Mt 4x4 (ku01/ku04),Azul,Nafta,5.0,Manual,2.5,119700 km,Ford Kuga 2.5 Trend Mt 4x4 (ku01/ku04),7559.81,U$S,concesionaria
Ford,Kuga,2010.0,2.5 Titanium At 4x4 L (ku05),Blanco,Nafta,5.0,Automática,2.5,154000 km,Ford Kuga 2.5 Titanium At 4x4 L (ku05),8900.0,U$S,concesionaria
Toyota,Land Cruiser,2023.0,4.0 Prado Vx At,Blanco,Nafta,5.0,Automática,4.0,3500 km,Toyota Land Cruiser 4.0 Prado Vx At,119000.0,U$S,particular
Toyota,Land Cruiser,2009.0,4.5 200 V8 D4-d 235cv At,,Diésel,5.0,Automática,4.5,230000 km,Toyota Land Cruiser 4.5 200 V8 D4-d 235cv At,48000.0,U$S,concesionaria
Toyota,Land Cruiser,2018.0,4.0 Prado Vx At,,Nafta,5.0,Automática,4.0,118000 km,Toyota Land Cruiser 4.0 Prado Vx At,64900.0,U$S,particular
Toyota,Land Cruiser,2004.0,3.0 Prado At,Gris,Diésel,5.0,Automática,3.0,302500 km,Toyota Land Cruiser 3.0 Prado At,17500.0,U$S,particular
Toyota,Land Cruiser,2011.0,4.0 Prado Vx At,,Diésel,5.0,Automática,4.0,202000 km,Toyota Land Cruiser 4.0 Prado Vx At,30000.0,U$S,particular
Toyota,Land Cruiser,2013.0,4.0 Prado Vx At,,Diésel,5.0,Automática,4.0,153000 km,Toyota Land Cruiser 4.0 Prado Vx At,41000.0,U$S,particular
Toyota,Land Cruiser,1991.0,4.2 Dl,Rojo,Diésel,5.0,Manual,4.2,407000 km,Toyota Land Cruiser 4.2 Dl,25000.0,U$S,particular
Toyota,Land Cruiser,2012.0,Prado VX,,Nafta,5.0,Automática,4.0,185000 km,Toyota Land Cruiser Prado VX,36500.0,U$S,particular
Toyota,Land Cruiser,2013.0,4.5 200 Vx 265cv At W/floormat,,Diésel,5.0,Automática,4.5,210000 km,Toyota Land Cruiser 4.5 200 Vx 265cv At W/floormat,56500.0,U$S,particular
Toyota,Land Cruiser,2011.0,4.5 200 V8 D4-d 235cv At,Gris,Diésel,5.0,Automática,4.5,210000 km,Toyota Land Cruiser 4.5 200 V8 D4-d 235cv At,51500.0,U$S,particular
Toyota,Land Cruiser,2014.0,4.5 200 Vx 265cv At W/floormat,,Diésel,5.0,Automática,4.5,180000 km,Toyota Land Cruiser 4.5 200 Vx 265cv At W/floormat,68000.0,U$S,particular
Toyota,Land Cruiser,2011.0,4.0 Prado Vx At,Gris,Nafta,5.0,Automática,4.0,211000 km,Toyota Land Cruiser 4.0 Prado Vx At,30500.0,U$S,particular
Toyota,Land Cruiser,2012.0,4.0 Prado Vx At,Blanco,Nafta,5.0,Automática,4.0,220000 km,Toyota Land Cruiser 4.0 Prado Vx At,35500.0,U$S,concesionaria
Toyota,Land Cruiser,2012.0,4.0 Prado Txl At,Gris,Diésel,5.0,Automática,4.0,167000 km,Toyota Land Cruiser 4.0 Prado Txl At,39000.0,U$S,concesionaria
Toyota,Land Cruiser,2008.0,3.0 Prado At,Gris,Diésel,5.0,Automática,3.0,272000 km,Toyota Land Cruiser 3.0 Prado At,23900.0,U$S,concesionaria
Toyota,Land Cruiser,2010.0,4.0 Prado Vx Mt,Plateado,Diésel,5.0,Manual,4.0,117000 km,Toyota Land Cruiser 4.0 Prado Vx Mt,39500.0,U$S,concesionaria
Toyota,Land Cruiser,2009.0,3.0 Prado Mt,Amarillo,Diésel,5.0,Manual,3.0,157000 km,Toyota Land Cruiser 3.0 Prado Mt,22900.0,U$S,concesionaria
Toyota,Land Cruiser,2023.0,4.0 Prado Vx At,Blanco,Nafta,5.0,Automática,4.0,3000 km,Toyota Land Cruiser 4.0 Prado Vx At,118500.0,U$S,concesionaria
Toyota,Land Cruiser,1987.0,4.0 V6,Marrón,Nafta,5.0,Manual,4.0,167000 km,Toyota Land Cruiser 4.0 V6,67000.0,U$S,concesionaria
Toyota,Land Cruiser,2012.0,4.0 Prado Vx At,,Diésel,5.0,Automática,4.0,117000 km,Toyota Land Cruiser 4.0 Prado Vx At,42000.0,U$S,concesionaria
Toyota,Land Cruiser,2004.0,3.0 Prado,Gris,Diésel,5.0,Manual,3.0,267000 km,Toyota Land Cruiser 3.0 Prado,23923.44,U$S,concesionaria
Toyota,Land Cruiser,2006.0,3.0 Prado At,,Diésel,5.0,Automática,3.0,257000 km,Toyota Land Cruiser 3.0 Prado At,24000.0,U$S,concesionaria
Toyota,Land Cruiser,2021.0,4.0 Prado Vx At,,Nafta,5.0,Automática,4.0,57000 km,Toyota Land Cruiser 4.0 Prado Vx At,100000.0,U$S,concesionaria
Toyota,Land Cruiser,2013.0,4.0 Prado Txl At,,Diésel,5.0,Automática,4.0,131000 km,Toyota Land Cruiser 4.0 Prado Txl At,32000.0,U$S,concesionaria
Toyota,Land Cruiser,2008.0,3.0 Prado At,Gris,Diésel,5.0,Automática,3.0,270000 km,Toyota Land Cruiser 3.0 Prado At,22400.0,U$S,concesionaria
Toyota,Land Cruiser,2011.0,4.0 Prado Vx At,,Diésel,5.0,Automática,4.0,102000 km,Toyota Land Cruiser 4.0 Prado Vx At,35000.0,U$S,concesionaria
