Marca,Modelo,Año,Versión,Color,Tipo de combustible,Transmisión,Motor,Kilómetros,Título,Precio,Moneda,Tipo de vendedor
Peugeot,3008,2022.0,2.0 Gt-line Hdi Pack Tiptronic,Azul,Diésel,Automática,2.0,0,Peugeot 3008 2.0 Gt-line Hdi Pack Tiptronic,44966.51,U$S,tienda
Peugeot,3008,2019.0,2.0 Gt-line Hdi Tiptronic,Rojo,Diésel,Automática,2.0,59000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,29100.0,U$S,concesionaria
Peugeot,3008,2018.0,1.6 Gt-line Thp Tiptronic,Azul,Nafta,Automática,1.6,110000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,23900.0,U$S,concesionaria
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,Automática,1.6,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,50717.7,U$S,concesionaria
Peugeot,3008,2023.0,1.6 Gt-line Thp Tiptronic,,Nafta,Automática,1.6,1500,Peugeot 3008 1.6 Gt-line Thp Tiptronic,54900.0,U$S,concesionaria
Peugeot,3008,2019.0,2.0 Gt-line Hdi Tiptronic,Gris,Diésel,Automática,2.0,80000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,27900.0,U$S,concesionaria
Peugeot,3008,2018.0,1.6 Gt-line Thp Tiptronic,,Nafta,Automática,1.6,44000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,31578.95,U$S,concesionaria
Peugeot,3008,2018.0,1.6 Gt-line Thp Tiptronic,,Nafta,Automática,1.6,98000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,28800.0,U$S,concesionaria
Peugeot,3008,2019.0,1.6 Gt-line Thp Tiptronic,,Nafta,Automática,1.6,83000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,29000.0,U$S,concesionaria
Peugeot,3008,2021.0,1.6 Gt-line Thp Tiptronic,,Nafta,Automática,1.6,22564,Peugeot 3008 1.6 Gt-line Thp Tiptronic,34000.0,U$S,concesionaria
Peugeot,3008,2021.0,1.6 Gt-line Thp Tiptronic,,Nafta,Automática,1.6,46000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,37320.57,U$S,concesionaria
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,Automática,1.6,1111,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,46000.0,U$S,concesionaria
Peugeot,3008,2019.0,2.0 Gt-line Hdi Tiptronic,Rojo,Diésel,Automática,2.0,58100,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,28229.67,U$S,concesionaria
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,,Nafta,Automática,1.6,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,47837.32,U$S,concesionaria
Peugeot,3008,2018.0,2.0 Gt-line Hdi Tiptronic,,Diésel,Automática,2.0,116000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,29900.0,U$S,concesionaria
Peugeot,3008,2018.0,2.0 Gt-line Hdi Tiptronic,Azul,Diésel,Automática,2.0,98000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,28000.0,U$S,concesionaria
Peugeot,3008,2021.0,1.6 Gt-line Thp Tiptronic,,Nafta,Automática,1.6,20682,Peugeot 3008 1.6 Gt-line Thp Tiptronic,37799.04,U$S,concesionaria
Peugeot,3008,2018.0,1.6 Gt-line Thp Tiptronic,,Nafta,Automática,1.6,79000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,28229.67,U$S,concesionaria
Peugeot,3008,2019.0,2.0 Gt-line Hdi Tiptronic,,Diésel,Automática,2.0,59000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,33500.0,U$S,particular
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,Automática,1.6,600,"Peugeot 3008 1.6 Gt Pack Tiptronic Okm 2024, En Stock",54000.0,U$S,concesionaria
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,Automática,1.6,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,53588.52,U$S,tienda
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Diésel,Automática,2,502,Peugeot 3008 1.6 Gt Pack Tiptronic Okm 2024,54000.0,U$S,concesionaria
Peugeot,3008,2022.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Diésel,Automática,1.6,59000,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,43000.0,U$S,concesionaria
Peugeot,3008,2020.0,2.0 Gt-line Hdi Tiptronic,Blanco,Diésel,Automática,2.0,18000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,35885.17,U$S,concesionaria
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Plateado,Nafta,Automática,1.6,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,49473.68,U$S,concesionaria
Peugeot,3008,2021.0,1.6 Gt-line Thp Tiptronic,,Nafta,Automática,1.6,60000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,32900.0,U$S,particular
Peugeot,3008,2021.0,2.0 Gt-line Hdi Tiptronic,,Diésel,Automática,2.0,12000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,38277.51,U$S,particular
Peugeot,3008,2022.0,1.6 Gt-line Thp Pack Tiptronic,,Nafta,Automática,1.6,14500,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,40000.0,U$S,particular
Peugeot,3008,2017.0,1.6 Gt-line Thp Tiptronic,Marrón,Nafta,Automática,1.6,145000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,20000.0,U$S,particular
Peugeot,3008,2021.0,1.6 Gt-line Thp Tiptronic,Azul,Nafta,Automática,1.6,37000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,37900.0,U$S,particular
Peugeot,3008,2018.0,1.6 Gt-line Thp Tiptronic,,Nafta,Automática,1.6,120000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,26000.0,U$S,particular
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,Automática,1.6,900,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,53000.0,U$S,particular
Peugeot,3008,2020.0,2.0 Gt-line Hdi Tiptronic,Blanco,Diésel,Automática,2.0,74000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,32000.0,U$S,particular
Peugeot,3008,2022.0,1.6 Gt-line Thp Pack Tiptronic,,Nafta,Automática,1.6,15000,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,40000.0,U$S,particular
Peugeot,3008,2019.0,GT Line Tiptronic,,Nafta,Automática,1.6,25000,Peugeot 3008 GT Line Tiptronic,32000.0,U$S,particular
Peugeot,3008,2018.0,1.6 Gt-line Thp Tiptronic,Azul,Nafta,Automática,1.6,73000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,32000.0,U$S,particular
Peugeot,3008,2019.0,2.0 Gt-line Hdi Tiptronic,Rojo,Diésel,Automática,2.0,100000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,31000.0,U$S,particular
Peugeot,3008,2019.0,2.0 Gt-line Hdi Tiptronic,,Diésel,Automática,2.0,53000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,33500.0,U$S,particular
Peugeot,3008,2019.0,1.6 Gt-line Thp Tiptronic,,Nafta,Automática,1.6,39000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,34000.0,U$S,particular
Peugeot,3008,2020.0,2.0 Gt-line Hdi Tiptronic,,Diésel,Automática,2.0,107000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,32057.42,U$S,particular
Peugeot,3008,2019.0,1.6 Gt-line Thp Tiptronic,,Nafta,Automática,1.6,75000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,35500.0,U$S,particular
Peugeot,3008,2019.0,1.6 Gt-line Thp Tiptronic,,Nafta,Automática,1.6,54000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,35000.0,U$S,particular
Peugeot,3008,2019.0,2.0 Gt-line Hdi Tiptronic,,Diésel,Automática,2.0,43000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,35000.0,U$S,particular
Peugeot,3008,2018.0,2.0 Gt-line Hdi Tiptronic,,Diésel,Automática,2.0,105000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,26794.26,U$S,particular
Peugeot,3008,2018.0,2.0 Gt-line Hdi Tiptronic,,Diésel,Automática,2.0,102000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,28000.0,U$S,particular
Peugeot,3008,2021.0,1.6 Gt-line Thp Tiptronic,,Nafta,Automática,1.6,41000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,36363.64,U$S,particular
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,,Nafta,Automática,1.6,13800,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,65000.0,U$S,particular
Peugeot,3008,2022.0,1.6 Gt-line Thp Tiptronic,Gris,Nafta,Automática,1.6,55000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,39000.0,U$S,particular
Peugeot,4008,2014.0,2.0 Feline 4x4 150cv Cvt,Plateado,Nafta,Automática,2.0,92000,Peugeot 4008 2.0 Feline 4x4 150cv Cvt,14257.32,U$S,concesionaria
Peugeot,4008,2014.0,2.0 Allure 4x4 150cv Cvt,Negro,Nafta,Automática,2.0,100000,Peugeot 4008 2.0 Allure 4x4 150cv Cvt,13875.6,U$S,particular
Peugeot,4008,2014.0,2.0 Feline 4x4 150cv Cvt,,Nafta,Automática,2.0,92000,Peugeot 4008 2.0 Feline 4x4 150cv Cvt,14258.37,U$S,concesionaria
Peugeot,4008,2014.0,2.0 Allure 4x4 150cv Cvt,Plateado,Nafta,Automática,2.0,110000,Peugeot 4008 2.0 Allure 4x4 150cv Cvt,15900.0,U$S,particular
Peugeot,4008,2013.0,2.0 Allure 4x4 150cv Cvt,Plateado,Nafta,Automática,2.0,127000,Peugeot 4008 2.0 Allure 4x4 150cv Cvt,13770.33,U$S,concesionaria
Peugeot,4008,2013.0,2.0 Allure 4x4 150cv Cvt,Blanco,Nafta,Automática,2.0,107000,Peugeot 4008 2.0 Allure 4x4 150cv Cvt,15000.0,U$S,particular
Peugeot,4008,2014.0,2.0 Allure 4x4 150cv Cvt,Blanco,Nafta,Automática,2.0,135000,Peugeot 4008 2.0 Allure 4x4 150cv Cvt,15500.0,U$S,particular
Peugeot,4008,2014.0,2.0 ALLURE 4x4 MT,Plateado,Nafta,Manual,1,89767,Peugeot 4008 2.0 ALLURE 4x4 MT,14038.28,U$S,tienda
Peugeot,4008,2013.0,2.0 Allure 4x4 150cv Mt5,Negro,Nafta,Manual,2.0,121000,Peugeot 4008 2.0 Allure 4x4 150cv Mt5,14354.07,U$S,concesionaria
Peugeot,4008,2014.0,2.0 Allure 4x4 150cv Cvt,,Nafta,Automática,2.0,106000,Peugeot 4008 2.0 Allure 4x4 150cv Cvt,14900.0,U$S,concesionaria
Peugeot,4008,2013.0,2.0 Allure 4x4 150cv Cvt,Plateado,Nafta,Automática,2.0,109000,Peugeot 4008 2.0 Allure 4x4 150cv Cvt,14700.0,U$S,concesionaria
Peugeot,4008,2014.0,2.0 Allure 4x4 150cv Mt5,,Nafta,Manual,2.0,118000,Peugeot 4008 2.0 Allure 4x4 150cv Mt5,11961.72,U$S,concesionaria
Peugeot,4008,2014.0,2.0 Allure 4x4 150cv Cvt,Plateado,Nafta,Automática,2.0,110000,Peugeot 4008 2.0 Allure 4x4 150cv Cvt,15900.0,U$S,concesionaria
Peugeot,4008,2014.0,2.0 Feline 4x4 150cv Cvt,,Nafta,Automática,2.0,125000,Peugeot 4008 2.0 Feline 4x4 150cv Cvt,15119.62,U$S,concesionaria
Peugeot,4008,2014.0,2.0 Feline 4x4 150cv Cvt,Gris,Nafta,Automática,2.0,170000,Peugeot 4008 2.0 Feline 4x4 150cv Cvt,13900.0,U$S,concesionaria
Peugeot,4008,2014.0,2.0 Allure 4x4 150cv Mt5,Plateado,Nafta,Manual,2.0,117051,Peugeot 4008 2.0 Allure 4x4 150cv Mt5,11961.72,U$S,concesionaria
Peugeot,4008,2013.0,2.0 Feline 4x4 150cv Cvt,,Nafta,Automática,2.0,94500,Peugeot 4008 2.0 Feline 4x4 150cv Cvt,14000.0,U$S,particular
Peugeot,4008,2014.0,2.0 Feline 4x4 150cv Cvt,,Nafta,Automática,2.0,89000,Peugeot 4008 2.0 Feline 4x4 150cv Cvt,15900.0,U$S,particular
Peugeot,4008,2014.0,2.0 Allure 4x4 150cv Cvt,,Nafta,Automática,2.0,75852,Peugeot 4008 2.0 Allure 4x4 150cv Cvt,14500.0,U$S,particular
Peugeot,4008,2014.0,2.0 Feline 4x4 150cv Cvt,,Nafta,Automática,2.0,140000,Peugeot 4008 2.0 Feline 4x4 150cv Cvt,15500.0,U$S,particular
Peugeot,4008,2013.0,2.0 Feline 4x4 150cv Cvt,,Nafta,Automática,2.0,55000,Peugeot 4008 2.0 Feline 4x4 150cv Cvt,18500.0,U$S,particular
Peugeot,4008,2014.0,2.0 Feline 4x4 150cv Cvt,,Nafta,Automática,2.0,103000,Peugeot 4008 2.0 Feline 4x4 150cv Cvt,15500.0,U$S,particular
Peugeot,4008,2014.0,2.0 Allure 4x4 150cv Cvt,,Nafta,Automática,2.0,126000,Peugeot 4008 2.0 Allure 4x4 150cv Cvt,13800.0,U$S,particular
Peugeot,4008,2014.0,2.0 Allure 4x4 150cv Cvt,,Nafta,Automática,2.0,90000,Peugeot 4008 2.0 Allure 4x4 150cv Cvt,17000.0,U$S,particular
Peugeot,4008,2014.0,2.0 Feline 4x4 150cv Cvt,Blanco,Nafta,Automática,2.0,150724,Peugeot 4008 2.0 Feline 4x4 150cv Cvt,13500.0,U$S,particular
Peugeot,4008,2013.0,2.0 Allure 4x4 150cv Cvt,Blanco,Nafta,Automática,2.0,90000,Peugeot 4008 2.0 Allure 4x4 150cv Cvt,16500.0,U$S,particular
Toyota,4Runner,1992.0,2.8 Sl D,Negro,Diésel,Manual,2.4,283000,Toyota 4Runner 2.8 Sl D,27500.0,U$S,concesionaria
Toyota,4Runner,1996.0,2.8 L D,Rojo,Diésel,Manual,2.4,340000,Toyota 4Runner 2.8 L D,19000.0,U$S,concesionaria
Toyota,4Runner,1997.0,2.8 L D,,Diésel,Manual,2.4,370000,Toyota 4Runner 2.8 L D,10900.0,U$S,concesionaria
Toyota,4Runner,1994.0,2.8 L D,Rojo,Diésel,Manual,2.4,199000,Toyota 4Runner 2.8 L D,15789.47,U$S,concesionaria
Toyota,4Runner,1996.0,2.8 L D,,Diésel,Manual,2.4,420000,Toyota 4Runner 2.8 L D,12500.0,U$S,particular
Toyota,4Runner,1995.0,2.8 L D,,Diésel,Manual,2.4,430000,Toyota 4Runner 2.8 L D,12000.0,U$S,particular
Toyota,4Runner,1993.0,2.8 Sl D,Negro,Diésel,Manual,2.4,634800,Toyota 4Runner 2.8 Sl D,10500.0,U$S,particular
Toyota,4Runner,1998.0,2.7 NAFTA LIMITED 4X4,Verde,Nafta,Manual,2.7 NAFTA,198000,Toyota 4runner 2.7n Limited 1997,12950.0,U$S,concesionaria
Peugeot,5008,2018.0,1.6 Allure At,Azul,Nafta,Automática,1.6 THP,70000,Peugeot 5008 1.6 Allure At,23500.0,U$S,concesionaria
Peugeot,5008,2018.0,1.6 Allure Tiptronic,Azul,Nafta,Automática,1.6,102000,Peugeot 5008 1.6 Allure Tiptronic,25837.32,U$S,concesionaria
Peugeot,5008,2018.0,1.6 Allure Tiptronic,Negro,Nafta,Automática,1.6,93926,Peugeot 5008 1.6 Allure Tiptronic,26247.85,U$S,tienda
Peugeot,5008,2024.0,GT PACK TIPTRONIC,Marrón,Nafta,Automática secuencial,1.6 THP,0,Peugeot 5008 GT PACK TIPTRONIC,52631.58,U$S,tienda
Peugeot,5008,2024.0,GT PACK THP,Gris,Nafta,Automática,1.6 thp,0,Peugeot 5008 Gt Pack Thp 7 Asientos Okm  Aq,53492.82,U$S,tienda
Peugeot,5008,2024.0,gt pack thp,Gris,Nafta,Automática,1.6 thp,0,Peugeot 5008 Gt Pack Thp Tiptronic 1.6l Aa,53492.82,U$S,tienda
Peugeot,5008,2024.0,GT PACK NAFTA,Gris,Nafta,Automática secuencial,1.6 TURBO THP,0,Peugeot 5008 Gt Pack ,52344.5,U$S,tienda
Peugeot,5008,2024.0,GT PACK AM 23.5,Plateado,Nafta,Automática secuencial,THP 1.6 165 CV,0,Peugeot 5008 Gt Pack Thp Am23.5,52631.58,U$S,concesionaria
Peugeot,5008,2023.0,GT Pack,Gris,Nafta,,Turbo,5400,Peugeot 5008 Gt Pack - 7 Asientos,46500.0,U$S,particular
Peugeot,5008,2024.0,GT PACK,Blanco,Nafta,Automática,1.6,0,Peugeot 5008 2024 - Avec Peugeot,53110.05,U$S,tienda
Peugeot,5008,2022.0,ALLURE PLUS HDI TIPTRONIC,Gris,Diésel,Automática,1997,17000,Peugeot 5008 ALLURE PLUS HDI TIPTRONIC,42000.0,U$S,concesionaria
Fiat,500X,2018.0,1.4 T 16v Cross At9,Gris,Nafta,Automática,1.4,34000,Fiat 500X 1.4 T 16v Cross At9,24900.0,U$S,concesionaria
Fiat,500X,2019.0,1.4 T 16v Cross At9,Rojo,Nafta,Automática,1.4,69000,Fiat 500X 1.4 T 16v Cross At9,22870.81,U$S,tienda
Fiat,500X,2018.0,1.4 T 16v Pop,Gris,Nafta,Manual,1.4,60000,Fiat 500X 1.4 T 16v Pop,9464.02,U$S,concesionaria
Fiat,500X,2019.0,1.4 T 16v Cross At9,Rojo,Nafta,Automática,1.4,69000,Fiat 500X 1.4 T 16v Cross At9,22870.81,U$S,tienda
Fiat,500X,2018.0,1.4 T 16v Cross At9,Gris,Nafta,Automática,1.4,62300,Fiat 500X 1.4 T 16v Cross At9,23900.0,U$S,concesionaria
Fiat,500X,2018.0,1.4 T 16v Cross At9,Negro,Nafta,Automática,1.4,55216,Fiat 500X 1.4 T 16v Cross At9,21923.44,U$S,tienda
Fiat,500X,2019.0,1.4 T 16v Cross At9,Rojo,Nafta,Automática,1.4,68868,Fiat 500X 1.4 T 16v Cross At9,17703.35,U$S,tienda
Fiat,500X,2019.0,1.4 T 16v Cross At9,Rojo,Nafta,Automática,1.4,79000,Fiat 500X 1.4 T 16v Cross At9,20500.0,U$S,particular
Fiat,500X,2019.0,1.4 T 16v Pop,Azul,Nafta,Manual,1.4,50404,Fiat 500X 1.4 T 16v Pop,18900.0,U$S,concesionaria
Fiat,500X,2019.0,1.4 T 16v Cross At9,Gris,Nafta,Automática,1.4,37500,Fiat 500X 1.4 T 16v Cross At9,22870.81,U$S,particular
Fiat,500X,2019.0,1.4 T 16v Pop,Azul,Nafta,Manual,1.4,50400,Fiat 500X 1.4 T 16v Pop,18900.0,U$S,concesionaria
Fiat,500X,2019.0,1.4 T 16v Pop,Negro,Nafta,Manual,1.4,118000,Fiat 500X 1.4 T 16v Pop,16746.41,U$S,tienda
Fiat,500X,2020.0,1.4 T 16v Pop,,Nafta,Manual,1.4,73000,Fiat 500X 1.4 T 16v Pop,16000.0,U$S,particular
Fiat,500X,2018.0,1.4 T 16v Cross At9,,Nafta,Automática,1.4,57000,Fiat 500X 1.4 T 16v Cross At9,23000.0,U$S,particular
Fiat,500X,2018.0,1.4 POP STAR MT,Plateado,Nafta,Manual,1,51127,Fiat 500X 1.4 POP STAR MT,16401.91,U$S,tienda
Fiat,500X,2018.0,1.4 POP STAR MT,Negro,Nafta,Manual,1,22274,Fiat 500X 1.4 POP STAR MT,17885.17,U$S,tienda
Fiat,500X,2018.0,1.4 POP STAR MT,Blanco,Nafta,Manual,1,65782,Fiat 500X 1.4 POP STAR MT,15435.41,U$S,tienda
Fiat,500X,2018.0,1.4 T 16v Pop,Rojo,Nafta,Manual,1.4,55000,Fiat 500X 1.4 T 16v Pop,18600.0,U$S,concesionaria
Fiat,500X,2019.0,1.4 T 16v Cross At9,Gris,Nafta,Automática,1.4,39000,Fiat 500X 1.4 T 16v Cross At9,24774.16,U$S,concesionaria
Fiat,500X,2018.0,1.4 T 16v Pop,Negro,Nafta,Manual,1.4,82900,Fiat 500X 1.4 T 16v Pop,15980.86,U$S,concesionaria
Fiat,500X,2019.0,1.4 T 16v Cross At9,,Nafta,Automática,1.4,57000,Fiat 500X 1.4 T 16v Cross At9,26500.0,U$S,concesionaria
Fiat,500X,2018.0,1.4 T 16v Pop,,Nafta,Manual,1.4,70000,Fiat 500X 1.4 T 16v Pop,15000.0,U$S,concesionaria
Fiat,500X,2018.0,1.4 T 16v Pop,,Nafta,Manual,1.4,80000,Fiat 500X 1.4 T 16v Pop,14832.54,U$S,concesionaria
Fiat,500X,2018.0,1.4 T 16v Pop,Azul,Nafta,Manual,1.4,57800,Fiat 500X 1.4 T 16v Pop,16000.0,U$S,concesionaria
Fiat,500X,2018.0,X,Blanco,Nafta,Automática,1.4,29000,Fiat 500X X,18500.0,U$S,concesionaria
Fiat,500X,2018.0,1.4 T 16v Pop,Gris,Nafta,Manual,1.4,114000,Fiat 500X 1.4 T 16v Pop,16172.25,U$S,concesionaria
Fiat,500X,2019.0,1.4 T 16v Cross At9,Gris,Nafta,Automática,1.4,52000,Fiat 500X 1.4 T 16v Cross At9,20500.0,U$S,concesionaria
Fiat,500X,2019.0,1.4 T 16v Cross At9,Rojo,Nafta,Automática,1.4,66000,Fiat 500X 1.4 T 16v Cross At9,23732.06,U$S,concesionaria
Fiat,500X,2018.0,1.4 T 16v Pop,Gris,Nafta,Manual,1.4,65000,Fiat 500X 1.4 T 16v Pop,15980.86,U$S,concesionaria
Fiat,500X,2018.0,1.4 T 16v Pop,,Nafta,Manual,1.4,65000,Fiat 500X 1.4 T 16v Pop,14832.54,U$S,concesionaria
Fiat,500X,2018.0,1.4 T 16v Cross At9,Azul,Nafta,Automática,1.4,46000,Fiat 500X 1.4 T 16v Cross At9,22870.81,U$S,concesionaria
Fiat,500X,2019.0,CROSS 1.4T AT9 4X4,Rojo,Nafta,Automática,1.4,80000,Fiat 500X CROSS 1.4T AT9 4X4,21500.0,U$S,concesionaria
Fiat,500X,2018.0,1.4 T 16v Pop,,Nafta,Manual,1.4,45000,Fiat 500X 1.4 T 16v Pop,18500.0,U$S,concesionaria
Fiat,500X,2018.0,1.4 T 16v Cross At9,Gris,Nafta,Automática,1.4,88000,Fiat 500X 1.4 T 16v Cross At9,19500.0,U$S,concesionaria
Fiat,500X,2018.0,1.4 T 16v Pop,Negro,Nafta,Manual,1.4,60000,Fiat 500X 1.4 T 16v Pop,16800.0,U$S,concesionaria
Fiat,500X,2018.0,1.4 T 16v Pop,Gris,Nafta,Manual,1.4,72000,Fiat 500X 1.4 T 16v Pop,16172.25,U$S,concesionaria
Fiat,500X,2018.0,1.4 T 16v Pop,Azul,Nafta,Manual,1.4,54000,Fiat 500X 1.4 T 16v Pop,16500.0,U$S,concesionaria
Fiat,500X,2018.0,1.4 T 16v Pop,,Nafta,Manual,1.4,88000,Fiat 500X 1.4 T 16v Pop,15000.0,U$S,particular
Fiat,500X,2019.0,1.4 T 16v Cross At9,,Nafta,Automática,1.4,49100,Fiat 500X 1.4 T 16v Cross At9,23800.0,U$S,particular
Fiat,500X,2018.0,1.4 T 16v Pop,,Nafta,Manual,1.4,120000,Fiat 500X 1.4 T 16v Pop,16000.0,U$S,particular
Fiat,500X,2018.0,1.4 T 16v Pop,Amarillo,Nafta,Manual,1.4,90000,Fiat 500X 1.4 T 16v Pop,17500.0,U$S,particular
Fiat,500X,2019.0,1.4 T 16v Pop,Rojo,Nafta,Manual,1.4,90000,Fiat 500X 1.4 T 16v Pop,15000.0,U$S,particular
Fiat,500X,2018.0,1.4 T 16v Cross At9,,Nafta,Automática,1.4,88500,Fiat 500X 1.4 T 16v Cross At9,20000.0,U$S,particular
Fiat,500X,2019.0,1.4 T 16v Cross At9,,Nafta,Automática,1.4,60000,Fiat 500X 1.4 T 16v Cross At9,25000.0,U$S,particular
Fiat,500X,2019.0,1.4 T 16v Cross At9,,Nafta,Automática,1.4,34000,Fiat 500X 1.4 T 16v Cross At9,22800.0,U$S,particular
Fiat,500X,2019.0,1.4 T 16v Pop,,Nafta,Manual,1.4,60000,Fiat 500X 1.4 T 16v Pop,16500.0,U$S,particular
Fiat,500X,2020.0,1.4 T 16v Pop,,Nafta,Manual,1.4,32000,Fiat 500X 1.4 T 16v Pop,21500.0,U$S,particular
Fiat,500X,2018.0,1.4 T 16v Pop,,Nafta,Manual,1.4,67000,Fiat 500X 1.4 T 16v Pop,17224.88,U$S,particular
Fiat,500X,2018.0,1.4 T 16v Pop,,Nafta,Manual,1.4,69000,Fiat 500X 1.4 T 16v Pop,17900.0,U$S,particular
Fiat,500X,2019.0,1.4 T 16v Cross At9,,Nafta,Automática,1.4,68000,Fiat 500X 1.4 T 16v Cross At9,20500.0,U$S,particular
Fiat,500X,2018.0,1.4 T 16v Pop,,Nafta,Manual,1.4,74000,Fiat 500X 1.4 T 16v Pop,18000.0,U$S,particular
Fiat,500X,2019.0,1.4 T 16v Cross At9,Rojo,Nafta,Automática,1.4,41000,Fiat 500X 1.4 T 16v Cross At9,25000.0,U$S,particular
Fiat,500X,2019.0,1.4 T 16v Pop,Rojo,Nafta,Manual,1.4,8000,Fiat 500X 1.4 T 16v Pop,17000.0,U$S,particular
Fiat,500X,2018.0,1.4 T 16v Pop,,Nafta,Manual,1.4,18000,Fiat 500X 1.4 T 16v Pop,19300.0,U$S,particular
Fiat,500X,2019.0,1.4 T 16v Cross At9,,Nafta,Automática,1.4,72000,Fiat 500X 1.4 T 16v Cross At9,19800.0,U$S,particular
Fiat,500X,2019.0,1.4 T 16v Pop,,Nafta,Manual,1.4,53000,Fiat 500X 1.4 T 16v Pop,16900.0,U$S,particular
Fiat,500X,2019.0,1.4 T 16v Cross At9,,Nafta,Automática,1.4,93000,Fiat 500X 1.4 T 16v Cross At9,20000.0,U$S,particular
Fiat,500X,2018.0,1.4 T 16v Pop,,Nafta,Manual,1.4,58000,Fiat 500X 1.4 T 16v Pop,18000.0,U$S,particular
DS7,7,2024.0,Bastille,Gris,Nafta,Automática secuencial,1.6T,0,DS7 7 Bastille,60765.55,U$S,tienda
DS,7,2024.0,Rivoli,Blanco,Nafta,Automática secuencial,1.6 T,0,DS 7 Rivoli,78468.9,U$S,tienda
DS,7,2024.0,Bastille 1.6T 215 HP,Azul,Nafta,Automática secuencial,1.6 T,0,DS 7 Bastille 1.6T 215 HP,60765.55,U$S,tienda
Ssangyong,Actyon,2013.0,2.3 Equipamiento 2 150cv 4x2,,Nafta,Manual,2.3,196000,Ssangyong Actyon 2.3 Equipamiento 2 150cv 4x2,9000.0,U$S,particular
Ssangyong,Actyon,2012.0,2.3 Equipamiento 2 150cv 4x2,Negro,Nafta,Manual,2.3,160000,Ssangyong Actyon 2.3 Equipamiento 2 150cv 4x2,9090.91,U$S,particular
Ssangyong,Actyon,2013.0,2.3 Equipamiento 2 150cv 4x2,,Nafta,Manual,2.3,75000,Ssangyong Actyon 2.3 Equipamiento 2 150cv 4x2,11000.0,U$S,particular
Chevrolet,Agile,2013.0,Lt 1.4n,Dorado,Nafta,Manual,1.4,157252,Chevrolet Agile Lt 1.4n,6697.61,U$S,concesionaria
Citroën,Aircross,2017.0,1.6 Shine 115cv,Blanco,Nafta,Automática,1.6,106000,Citroën Aircross 1.6 Shine 115cv,13368.42,U$S,concesionaria
Citroën,Aircross,2024.0,T200 AT7 Shine,,Nafta,Automática secuencial,T200,0,Citroën Aircross T200 At7 Shine,20574.16,U$S,tienda
