Marca,Modelo,Año,Color,Tipo de combustible,Transmisión,Motor,Kilómetros,Precio,Tipo de vendedor,Edad,Km promedio por año,Cilindros,Turbo
Renault,Duster,2018.0,blanco,GNC,Manual,1.6,129168,16105.26,concesionaria,6.0,21528.0,1,0
Renault,Duster,2013.0,azul,Nafta,Manual,1.6,75000,10300.0,concesionaria,11.0,6818.0,1,0
Renault,Duster,2012.0,gris,Nafta,Manual,1.6,136000,11463.16,concesionaria,12.0,11333.0,1,0
Renault,Duster,2013.0,verde,Nafta,Manual,1.6,133000,9900.0,concesionaria,11.0,12090.0,1,0
Renault,Duster,2020.0,gris,Nafta,Manual,1.6,63000,18421.05,concesionaria,4.0,15750.0,1,0
Renault,Duster,2015.0,blanco,Nafta,Manual,1.6,160000,13157.89,concesionaria,9.0,17777.0,1,0
Renault,Duster,2017.0,blanco,Nafta,Manual,1.6,100004,13578.95,concesionaria,7.0,14286.0,1,0
Renault,Duster,2016.0,negro,Nafta/GNC,Manual,1.6,126000,12000.0,concesionaria,8.0,15750.0,1,0
Renault,Duster,2014.0,negro,Nafta,Manual,2.0,93000,10800.0,concesionaria,10.0,9300.0,1,0
Renault,Duster,2012.0,negro,Nafta,Manual,1.6,105000,10842.11,concesionaria,12.0,8750.0,1,0
Renault,Duster,2018.0,blanco,Nafta,Manual,1.6,109000,14000.0,concesionaria,6.0,18166.0,1,0
Renault,Duster,2013.0,gris,Nafta,Manual,2.0,84000,12631.58,tienda,11.0,7636.0,1,0
Renault,Duster,2018.0,blanco,GNC,Manual,1.6,129168,16105.26,concesionaria,6.0,21528.0,1,0
Renault,Duster,2021.0,blanco,Nafta/GNC,Manual,1.6,68000,17500.0,concesionaria,3.0,22666.0,1,0
Renault,Duster,2013.0,azul,Nafta,Manual,2.0,130000,10000.0,concesionaria,11.0,11818.0,1,0
Renault,Duster,2012.0,gris,Nafta,Manual,1.6,138211,10421.05,concesionaria,12.0,11517.0,1,0
Renault,Duster,2013.0,gris,Nafta,Manual,1.6,70000,12000.0,concesionaria,11.0,6363.0,1,0
Renault,Duster,2018.0,gris,Nafta,Manual,1.6,127315,13500.0,concesionaria,6.0,21219.0,1,0
Renault,Duster,2020.0,blanco,Nafta,Manual,2.0,89000,8315.79,concesionaria,4.0,22250.0,1,0
Renault,Duster,2017.0,blanco,Nafta,Manual,2.0,109700,17568.42,tienda,7.0,15671.0,1,0
Renault,Duster,2013.0,azul,Nafta,Manual,2.0,155465,12700.0,concesionaria,11.0,14133.0,1,0
Renault,Duster,2011.0,blanco,Nafta,Manual,1.6,185000,9473.68,concesionaria,13.0,14230.0,1,0
Renault,Duster,2014.0,verde,Nafta,Manual,2.0,84400,12105.26,concesionaria,10.0,8440.0,1,0
Renault,Duster,2018.0,blanco,Nafta,Manual,1.6,83000,16684.21,concesionaria,6.0,13833.0,1,0
Renault,Duster,2012.0,verde,Nafta,Manual,1.6,125000,9300.0,concesionaria,12.0,10416.0,1,0
Renault,Duster,2014.0,negro,Nafta,Manual,1.6,94000,11052.63,concesionaria,10.0,9400.0,1,0
Renault,Duster,2020.0,rojo,Nafta,Manual,1.6,54000,19473.58,tienda,4.0,13500.0,1,0
Renault,Duster,2016.0,gris,Nafta,Manual,2.0,115000,16315.79,concesionaria,8.0,14375.0,1,0
Renault,Duster,2012.0,gris,Nafta,Manual,1.6,140000,6421.05,concesionaria,12.0,11666.0,1,0
Renault,Duster,2014.0,verde,Nafta,Manual,2.0,104000,11789.47,concesionaria,10.0,10400.0,1,0
Renault,Duster,2017.0,gris,Nafta,Manual,1.6,61000,15789.47,concesionaria,7.0,8714.0,1,0
Renault,Duster,2017.0,plata,Nafta,Manual,1.6,88000,13600.0,concesionaria,7.0,12571.0,1,0
Renault,Duster,2013.0,gris,Nafta,Manual,2.0,199300,11368.42,concesionaria,11.0,18118.0,1,0
Renault,Duster,2024.0,marrón,Nafta,Manual,1.3,0,27900.0,concesionaria,0.0,0.0,1,0
Renault,Duster,2013.0,negro,Nafta,Manual,2.0,114000,12500.0,concesionaria,11.0,10363.0,1,0
Renault,Duster,2013.0,azul,Nafta,Manual,1.6,114128,12526.32,concesionaria,11.0,10375.0,1,0
Renault,Duster,2017.0,negro,Nafta/GNC,Manual,1.6,121000,13210.53,concesionaria,7.0,17285.0,1,0
Renault,Duster,2020.0,blanco,Nafta,Manual,1.6,66880,21255.79,tienda,4.0,16720.0,1,0
Renault,Duster,2015.0,gris,Nafta,Manual,2.0,113000,14526.32,concesionaria,9.0,12555.0,1,0
Renault,Duster,2016.0,blanco,Nafta,Manual,1.6,66609,17418.95,tienda,8.0,8326.0,1,0
Renault,Duster,2020.0,blanco,Nafta,Manual,1.6,34000,16105.26,concesionaria,4.0,8500.0,1,0
Renault,Duster,2019.0,blanco,Nafta,Manual,1.6,71000,13000.0,concesionaria,5.0,14200.0,1,0
Renault,Duster,2013.0,gris,Nafta,Manual,2.0,80000,10000.0,concesionaria,11.0,7272.0,1,0
Renault,Duster,2013.0,blanco,Nafta,Manual,2.0,141161,13263.16,tienda,11.0,12832.0,1,0
Renault,Duster,2018.0,blanco,Nafta,Manual,2.0,80000,18525.26,concesionaria,6.0,13333.0,1,0
Renault,Duster,2012.0,verde,Nafta,Manual,1.6,210000,9473.68,concesionaria,12.0,17500.0,1,0
Renault,Duster,2016.0,blanco,Nafta,Manual,1.6,142900,14618.95,concesionaria,8.0,17862.0,1,0
Renault,Duster,2019.0,blanco,Nafta,Manual,1.6,77322,17583.16,tienda,5.0,15464.0,1,0
Renault,Duster,2017.0,blanco,Nafta,Manual,1.6,105000,15000.0,concesionaria,7.0,15000.0,1,0
Renault,Duster,2017.0,gris,Nafta,Manual,2.0,90000,15578.95,concesionaria,7.0,12857.0,1,0
Renault,Duster,2014.0,gris,Nafta,Manual,1.6,121000,11000.0,concesionaria,10.0,12100.0,1,0
Renault,Duster,2017.0,blanco,Nafta,Manual,2.0,99400,14490.0,concesionaria,7.0,14200.0,1,0
Renault,Duster,2020.0,rojo,Nafta,Manual,1.6,93660,20902.11,tienda,4.0,23415.0,1,0
Renault,Duster,2017.0,blanco,Nafta,Manual,1.6,66000,16420.0,concesionaria,7.0,9428.0,1,0
Renault,Duster,2018.0,gris,Nafta,Manual,1.6,88824,13157.89,concesionaria,6.0,14804.0,1,0
Renault,Duster,2012.0,gris,Nafta,Manual,1.6,140000,9578.95,concesionaria,12.0,11666.0,1,0
Renault,Duster,2017.0,negro,Nafta,Manual,1.6,82300,12526.32,concesionaria,7.0,11757.0,1,0
Renault,Duster,2019.0,rojo,Nafta,Manual,2.0,130000,19957.89,concesionaria,5.0,26000.0,1,0
Renault,Duster,2016.0,gris,Nafta,Manual,1.6,87384,15000.0,concesionaria,8.0,10923.0,1,0
Renault,Duster,2019.0,bordó,Nafta,Manual,1.6,59000,16315.79,concesionaria,5.0,11800.0,1,0
Renault,Duster,2013.0,azul,Nafta,Manual,2.0,170000,11578.95,concesionaria,11.0,15454.0,1,0
Renault,Duster,2017.0,plata,Nafta,Manual,1.6,91404,15052.63,concesionaria,7.0,13057.0,1,0
Renault,Duster,2013.0,rojo,Nafta,Manual,2.0,178000,11000.0,concesionaria,11.0,16181.0,1,0
Renault,Duster,2014.0,gris,Nafta/GNC,Manual,1.6,167000,14630.53,concesionaria,10.0,16700.0,1,0
Renault,Duster,2017.0,plata,Nafta,Manual,1.6,98000,14210.53,concesionaria,7.0,14000.0,1,0
Renault,Duster,2012.0,negro,Nafta,Manual,1.6,157000,8842.11,concesionaria,12.0,13083.0,1,0
Renault,Duster,2017.0,gris,Nafta,Manual,1.6,89000,12800.0,concesionaria,7.0,12714.0,1,0
Renault,Duster,2015.0,plata,Nafta,Manual,1.6,86000,10700.0,concesionaria,9.0,9555.0,1,0
Renault,Duster,2012.0,plata,Nafta,Manual,1.6,171200,9368.42,particular,12.0,14266.0,1,0
Renault,Duster,2015.0,plata,Nafta,Manual,1.6,90000,13000.0,concesionaria,9.0,10000.0,1,0
Renault,Duster,2015.0,negro,Nafta,Manual,1.6,99000,12900.0,concesionaria,9.0,11000.0,1,0
Renault,Duster,2018.0,blanco,Nafta/GNC,Manual,2.0,159000,17684.21,concesionaria,6.0,26500.0,1,0
Renault,Duster,2016.0,gris,Nafta,Manual,1.6,159000,10500.0,concesionaria,8.0,19875.0,1,0
Renault,Duster,2014.0,verde,Nafta,Manual,1.6,145000,9789.47,concesionaria,10.0,14500.0,1,0
Renault,Duster,2014.0,blanco,Nafta,Manual,2.0,95000,12105.26,particular,10.0,9500.0,1,0
Renault,Duster,2017.0,negro,Nafta,Manual,1.6,98000,14199.89,concesionaria,7.0,14000.0,1,0
Renault,Duster,2018.0,gris,Nafta/GNC,Manual,1.6,43000,13684.21,concesionaria,6.0,7166.0,1,0
Renault,Duster,2024.0,dorado,Nafta,Automática,1.3,0,36315.79,concesionaria,0.0,0.0,1,1
Renault,Duster,2012.0,gris,Nafta,Manual,2.0,98000,11578.95,concesionaria,12.0,8166.0,1,0
Renault,Duster,2012.0,blanco,Nafta,Manual,2.0,135000,11900.0,concesionaria,12.0,11250.0,1,0
Renault,Duster,2015.0,rojo,Nafta,Manual,1.6,125000,12396.84,concesionaria,9.0,13888.0,1,0
Renault,Duster,2015.0,rojo,Nafta,Manual,1.6,125000,12396.84,concesionaria,9.0,13888.0,1,0
Renault,Duster,2013.0,gris,Nafta,Manual,2.0,114000,12105.26,concesionaria,11.0,10363.0,1,0
Renault,Duster,2015.0,gris,Nafta/GNC,Manual,2.0,120000,13473.68,concesionaria,9.0,13333.0,1,0
Renault,Duster,2015.0,gris,Nafta,Manual,1.6,140000,15789.47,concesionaria,9.0,15555.0,1,0
Renault,Duster,2016.0,rojo,Nafta,Manual,2.0,83000,14800.0,concesionaria,8.0,10375.0,1,0
Renault,Duster,2016.0,gris,Nafta/GNC,Manual,1.6,110000,13157.89,concesionaria,8.0,13750.0,1,0
Renault,Duster,2018.0,gris,Nafta,Manual,2.0,113000,15200.0,concesionaria,6.0,18833.0,1,0
Renault,Duster,2016.0,gris,Nafta,Manual,1.6,115000,12700.0,concesionaria,8.0,14375.0,1,0
Renault,Duster,2012.0,gris,Nafta,Manual,1.6,180000,8500.0,concesionaria,12.0,15000.0,1,0
Renault,Duster,2015.0,negro,Nafta,Manual,2.0,200000,13578.95,particular,9.0,22222.0,1,0
Renault,Duster,2013.0,blanco,Nafta,Manual,1.6,145000,9368.42,concesionaria,11.0,13181.0,1,0
Renault,Duster,2017.0,negro,Nafta,Manual,1.6,56000,14736.84,concesionaria,7.0,8000.0,1,0
Renault,Duster,2012.0,gris,Nafta,Manual,2.0,91000,11800.0,concesionaria,12.0,7583.0,1,0
Renault,Duster,2012.0,negro,Nafta,Manual,2.0,92000,10500.0,concesionaria,12.0,7666.0,1,0
Renault,Duster,2014.0,negro,Nafta,Manual,1.6,87000,13157.89,concesionaria,10.0,8700.0,1,0
Renault,Duster,2016.0,gris,Nafta,Manual,1.6,110000,13000.0,concesionaria,8.0,13750.0,1,0
Renault,Duster,2013.0,negro,Nafta,Manual,2.0,146000,11500.0,concesionaria,11.0,13272.0,1,0
Renault,Duster,2013.0,blanco,Nafta,Manual,1.6,105000,9894.74,concesionaria,11.0,9545.0,1,0
Renault,Duster,2019.0,gris,Nafta,Manual,1.6,115000,14700.0,concesionaria,5.0,23000.0,1,0
Renault,Duster,2012.0,gris,Nafta,Manual,1.6,138000,8700.0,concesionaria,12.0,11500.0,1,0
Renault,Duster,2014.0,gris,Nafta,Manual,1.6,50060,15000.0,particular,10.0,5006.0,1,0
Renault,Duster,2016.0,gris,Nafta,Manual,1.6,117000,12526.32,concesionaria,8.0,14625.0,1,0
Renault,Duster,2016.0,gris,Nafta,Manual,2.0,119000,13500.0,concesionaria,8.0,14875.0,1,0
Renault,Duster,2018.0,blanco,Nafta,Manual,1.6,75000,14500.0,concesionaria,6.0,12500.0,1,0
Renault,Duster,2018.0,blanco,Nafta,Manual,2.0,73000,16315.79,concesionaria,6.0,12166.0,1,0
Renault,Duster,2016.0,blanco,Nafta,Manual,1.6,104000,12700.0,concesionaria,8.0,13000.0,1,0
Renault,Duster,2016.0,plata,Nafta,Manual,1.6,130000,13684.21,concesionaria,8.0,16250.0,1,0
Renault,Duster,2014.0,negro,Nafta,Manual,2.0,99960,11000.0,concesionaria,10.0,9996.0,1,0
Renault,Duster,2016.0,blanco,Nafta/GNC,Manual,2.0,90000,13578.95,concesionaria,8.0,11250.0,1,0
Renault,Duster,2014.0,marrón,Nafta,Manual,2.0,98000,10315.79,concesionaria,10.0,9800.0,1,0
Renault,Duster,2016.0,marrón,Nafta,Manual,2.0,114000,14500.0,concesionaria,8.0,14250.0,1,0
Renault,Duster,2013.0,blanco,Nafta,Manual,2.0,89000,10210.42,concesionaria,11.0,8090.0,1,0
Renault,Duster,2013.0,negro,Nafta,Manual,2.0,171700,12105.26,concesionaria,11.0,15609.0,1,0
Renault,Duster,2016.0,blanco,Nafta,Manual,1.6,110000,14000.0,concesionaria,8.0,13750.0,1,0
Renault,Duster,2013.0,negro,Nafta/GNC,Manual,1.6,138000,12621.05,concesionaria,11.0,12545.0,1,0
Renault,Duster,2016.0,plata,Nafta,Manual,2.0,80000,13368.42,concesionaria,8.0,10000.0,1,0
Renault,Duster,2015.0,blanco,Nafta,Manual,1.6,92000,13684.21,concesionaria,9.0,10222.0,1,0
Renault,Duster,2014.0,plata,Nafta,Manual,2.0,130000,12526.32,concesionaria,10.0,13000.0,1,0
Renault,Duster,2013.0,blanco,Nafta,Manual,2.0,151988,11368.42,tienda,11.0,13817.0,1,0
Renault,Duster,2021.0,rojo,Nafta,Manual,1.6,45000,18947.37,concesionaria,3.0,15000.0,1,0
Renault,Duster,2015.0,plata,Nafta,Manual,2.0,96000,12105.26,concesionaria,9.0,10666.0,1,0
Renault,Duster,2017.0,rojo,Nafta,Manual,1.6,60000,14684.21,concesionaria,7.0,8571.0,1,0
Renault,Duster,2014.0,blanco,Nafta,Manual,2.0,120000,12000.0,concesionaria,10.0,12000.0,1,0
Renault,Duster,2017.0,blanco,Nafta,Manual,2.0,175000,15473.68,particular,7.0,25000.0,1,0
Renault,Duster,2013.0,verde,Nafta,Manual,1.6,153380,10500.0,concesionaria,11.0,13943.0,1,0
Renault,Duster,2015.0,gris,Nafta,Manual,1.6,75000,10500.0,concesionaria,9.0,8333.0,1,0
Renault,Duster,2012.0,gris,Nafta,Manual,1.6,138211,10421.05,concesionaria,12.0,11517.0,1,0
Renault,Duster,2013.0,rojo,Nafta,Manual,1.6,158000,10000.0,particular,11.0,14363.0,1,0
Renault,Duster,2013.0,negro,Nafta,Manual,2.0,98000,13684.21,concesionaria,11.0,8909.0,1,0
Renault,Duster,2016.0,negro,Nafta,Manual,2.0,116000,14000.0,concesionaria,8.0,14500.0,1,0
Renault,Duster,2018.0,plata,Nafta,Manual,1.6,100000,11900.0,concesionaria,6.0,16666.0,1,0
Renault,Duster,2012.0,gris,Nafta,Manual,2.0,87000,9042.11,concesionaria,12.0,7250.0,1,0
Renault,Duster,2015.0,azul,Nafta,Manual,2.0,146000,13368.42,concesionaria,9.0,16222.0,1,0
Renault,Duster,2017.0,gris,Nafta,Manual,1.6,56000,15263.16,concesionaria,7.0,8000.0,1,0
Renault,Duster,2018.0,plata,Nafta,Manual,2.0,64000,18421.05,concesionaria,6.0,10666.0,1,0
Renault,Duster,2017.0,negro,Nafta,Manual,1.6,132000,14736.84,concesionaria,7.0,18857.0,1,0
Renault,Duster,2018.0,marrón,Nafta,Manual,2.0,49000,18200.0,concesionaria,6.0,8166.0,1,0
Renault,Duster,2014.0,plata,Nafta,Manual,1.6,122000,15157.89,concesionaria,10.0,12200.0,1,0
Renault,Duster,2016.0,gris,Nafta,Manual,1.6,100000,13157.89,concesionaria,8.0,12500.0,1,0
Renault,Duster,2015.0,gris,Nafta,Manual,1.6,108000,13157.89,concesionaria,9.0,12000.0,1,0
Renault,Duster,2013.0,rojo,Nafta,Manual,2.0,126000,14526.32,concesionaria,11.0,11454.0,1,0
Renault,Duster,2015.0,marrón,Nafta,Manual,1.6,91000,12421.05,concesionaria,9.0,10111.0,1,0
Renault,Duster,2016.0,blanco,Nafta,Manual,2.0,105000,13500.0,particular,8.0,13125.0,1,0
Renault,Duster,2014.0,blanco,Nafta,Manual,2.0,121000,11578.95,concesionaria,10.0,12100.0,1,0
Renault,Duster,2013.0,negro,Nafta,Manual,2.0,135915,11578.95,concesionaria,11.0,12355.0,1,0
Renault,Duster,2017.0,negro,Nafta,Manual,2.0,110000,15789.47,particular,7.0,15714.0,1,0
Renault,Duster,2013.0,plata,Nafta,Manual,2.0,97000,12621.05,concesionaria,11.0,8818.0,1,0
Renault,Duster,2018.0,blanco,Nafta,Manual,2.0,93771,16315.79,concesionaria,6.0,15628.0,1,0
Renault,Duster,2016.0,blanco,Nafta,Manual,2.0,109000,13157.89,concesionaria,8.0,13625.0,1,0
Renault,Duster,2016.0,gris,Nafta,Manual,1.6,61000,14631.58,concesionaria,8.0,7625.0,1,0
Renault,Duster,2017.0,negro,Nafta,Manual,2.0,72429,16210.53,concesionaria,7.0,10347.0,1,0
Renault,Duster,2016.0,gris,Nafta/GNC,Manual,2.0,105000,14500.0,concesionaria,8.0,13125.0,1,0
Renault,Duster,2018.0,plata,Nafta,Manual,2.0,88500,18736.84,concesionaria,6.0,14750.0,1,0
Renault,Duster,2018.0,gris,Nafta,Manual,2.0,135000,16500.0,concesionaria,6.0,22500.0,1,0
Renault,Duster,2016.0,gris,Nafta,Manual,1.6,58500,15263.16,concesionaria,8.0,7312.0,1,0
Renault,Duster,2014.0,blanco,Nafta,Manual,2.0,150000,12105.26,concesionaria,10.0,15000.0,1,0
Renault,Duster,2013.0,gris,Nafta,Manual,1.6,98000,10421.05,concesionaria,11.0,8909.0,1,0
Renault,Duster,2016.0,gris,Nafta,Manual,2.0,83000,15736.84,concesionaria,8.0,10375.0,1,0
Renault,Duster,2013.0,azul,Nafta,Manual,2.0,90000,11500.0,concesionaria,11.0,8181.0,1,0
Renault,Duster,2017.0,blanco,Nafta/GNC,Manual,2.0,138000,17684.21,concesionaria,7.0,19714.0,1,0
Renault,Duster,2018.0,blanco,Nafta,Manual,1.6,18000,17684.21,concesionaria,6.0,3000.0,1,0
Renault,Duster,2013.0,negro,Nafta/GNC,Manual,2.0,116600,11052.63,concesionaria,11.0,10600.0,1,0
Renault,Duster,2018.0,blanco,Nafta,Manual,2.0,110000,17578.95,concesionaria,6.0,18333.0,1,0
Renault,Duster,2013.0,gris,Nafta,Manual,2.0,135000,13500.0,concesionaria,11.0,12272.0,1,0
Renault,Duster,2014.0,marrón,Nafta,Manual,1.6,123000,13157.89,concesionaria,10.0,12300.0,1,0
Renault,Duster,2020.0,gris,Nafta,Manual,2.0,72900,17789.47,concesionaria,4.0,18225.0,1,0
Renault,Duster,2018.0,plata,Nafta,Manual,1.6,61489,15263.16,concesionaria,6.0,10248.0,1,0
Renault,Duster,2016.0,plata,Nafta,Manual,2.0,100270,14736.84,concesionaria,8.0,12533.0,1,0
Renault,Duster,2013.0,blanco,Nafta,Manual,1.6,95500,10900.0,concesionaria,11.0,8681.0,1,0
Renault,Duster,2024.0,gris,Nafta,Manual,1.3,0,105263.16,concesionaria,0.0,0.0,1,1
Renault,Duster,2012.0,blanco,Nafta,Manual,2.0,150000,9200.0,concesionaria,12.0,12500.0,1,0
Renault,Duster,2016.0,gris,Nafta,Manual,2.0,63000,16631.58,concesionaria,8.0,7875.0,1,0
Renault,Duster,2013.0,gris,Nafta,Manual,2.0,130000,10000.0,particular,11.0,11818.0,1,0
Renault,Duster,2013.0,blanco,Nafta,Manual,1.6,200000,8800.0,concesionaria,11.0,18181.0,1,0
Renault,Duster,2017.0,gris,Nafta,Manual,2.0,130000,17368.42,concesionaria,7.0,18571.0,1,0
Renault,Duster,2019.0,blanco,Nafta,Manual,1.6,59000,14500.0,concesionaria,5.0,11800.0,1,0
Renault,Duster,2015.0,plata,Nafta,Manual,1.6,106000,12631.58,concesionaria,9.0,11777.0,1,0
Renault,Duster,2016.0,negro,Nafta,Manual,1.6,150515,14842.11,concesionaria,8.0,18814.0,1,0
Renault,Duster,2018.0,blanco,Nafta/GNC,Manual,1.6,101798,14736.84,concesionaria,6.0,16966.0,1,0
Renault,Duster,2016.0,gris,Nafta/GNC,Manual,2.0,90000,12900.0,concesionaria,8.0,11250.0,1,0
Renault,Duster,2015.0,gris,Nafta,Manual,1.6,116000,14526.32,concesionaria,9.0,12888.0,1,0
Renault,Duster,2017.0,gris,Nafta,Manual,1.6,110000,15789.47,concesionaria,7.0,15714.0,1,0
Renault,Duster,2024.0,gris,Nafta,Automática,1.3,0,31578.95,concesionaria,0.0,0.0,1,0
Renault,Duster,2024.0,gris,Nafta,Manual,1.6,0,31418.46,tienda,0.0,0.0,1,0
Renault,Duster,2023.0,marrón,Nafta,Automática,1.3,0,32105.26,concesionaria,1.0,0.0,1,1
Renault,Duster,2023.0,plata,Nafta,Manual,1.6,0,31263.16,tienda,1.0,0.0,1,0
Renault,Duster,2023.0,marrón,Nafta,Automática,1.6,0,27262.11,concesionaria,1.0,0.0,1,0
Renault,Duster,2012.0,negro,Nafta,Manual,1.6,200000,11578.95,concesionaria,12.0,16666.0,1,0
Renault,Duster,2021.0,negro,Nafta,Manual,1.3,0,30526.32,concesionaria,3.0,0.0,1,0
Renault,Duster,2020.0,rojo,Nafta,Manual,1.6,106160,18421.05,concesionaria,4.0,26540.0,1,0
Renault,Duster,2015.0,blanco,Nafta,Manual,1.6,139900,12000.0,concesionaria,9.0,15544.0,1,0
Renault,Duster,2015.0,plata,Nafta,Manual,2.0,117000,12800.0,concesionaria,9.0,13000.0,1,0
Renault,Duster,2012.0,rojo,Nafta,Manual,1.6,150000,11473.68,concesionaria,12.0,12500.0,1,0
Renault,Duster,2015.0,marrón,Nafta,Manual,1.6,35000,12947.37,concesionaria,9.0,3888.0,1,0
Renault,Duster,2014.0,negro,Nafta,Manual,1.6,129000,8900.0,concesionaria,10.0,12900.0,1,0
Renault,Duster,2017.0,blanco,Nafta,Manual,2.0,107000,17894.74,concesionaria,7.0,15285.0,1,0
Renault,Duster,2023.0,gris,Nafta,Manual,1.6,0,26526.32,tienda,1.0,0.0,1,0
Renault,Duster,2013.0,rojo,Nafta,Manual,2.0,172000,9900.0,particular,11.0,15636.0,1,0
Renault,Duster,2017.0,blanco,Nafta,Manual,1.6,60000,14924.21,concesionaria,7.0,8571.0,1,0
Renault,Duster,2023.0,gris,Nafta,Automática,1.6,0,30421.05,concesionaria,1.0,0.0,1,0
Renault,Duster,2018.0,gris,Nafta,Manual,1.6,75091,17000.0,particular,6.0,12515.0,1,0
Renault,Duster,2016.0,blanco,Nafta,Manual,1.6,57000,12634.74,concesionaria,8.0,7125.0,1,0
Renault,Duster,2017.0,blanco,Nafta,Manual,1.6,56000,16000.0,concesionaria,7.0,8000.0,1,0
Renault,Duster,2018.0,blanco,Nafta,Manual,2.0,109000,17578.95,concesionaria,6.0,18166.0,1,0
Renault,Duster,2015.0,blanco,Nafta,Manual,1.6,138000,13157.89,concesionaria,9.0,15333.0,1,0
Renault,Duster,2019.0,blanco,Nafta,Manual,1.6,67000,23157.89,concesionaria,5.0,13400.0,1,0
Renault,Duster,2015.0,blanco,Nafta,Manual,2.0,90000,14300.0,particular,9.0,10000.0,1,0
Renault,Duster,2017.0,gris,Nafta,Manual,1.6,78000,12800.0,concesionaria,7.0,11142.0,1,0
Renault,Duster,2017.0,naranja,Nafta,Manual,1.6,89000,13900.0,concesionaria,7.0,12714.0,1,0
Renault,Duster,2011.0,blanco,Nafta,Manual,1.6,153000,10947.37,concesionaria,13.0,11769.0,1,0
Renault,Duster,2013.0,plata,Nafta,Manual,1.6,162000,10900.0,concesionaria,11.0,14727.0,1,0
Renault,Duster,2021.0,marrón,Nafta,Manual,1.3,42400,23500.0,concesionaria,3.0,14133.0,1,0
Renault,Duster,2013.0,gris,Nafta,Manual,1.6,141000,11052.63,concesionaria,11.0,12818.0,1,0
Renault,Duster,2014.0,negro,Nafta,Manual,2.0,129000,13684.21,concesionaria,10.0,12900.0,1,0
Renault,Duster,2022.0,gris,Nafta,Automática,1.6,0,28845.14,concesionaria,2.0,0.0,1,0
Renault,Duster,2013.0,gris,Nafta,Manual,1.6,102000,11578.95,concesionaria,11.0,9272.0,1,0
Renault,Duster,2012.0,blanco,Nafta,Manual,1.6,143000,10105.26,concesionaria,12.0,11916.0,1,0
Renault,Duster,2018.0,blanco,Nafta,Manual,2.0,200000,15000.0,particular,6.0,33333.0,1,0
Renault,Duster,2014.0,gris,Nafta,Manual,1.6,90000,9900.0,concesionaria,10.0,9000.0,1,0
Renault,Duster,2013.0,blanco,Nafta,Manual,1.6,205000,9473.68,concesionaria,11.0,18636.0,1,0
Renault,Duster,2019.0,gris,Nafta,Manual,1.6,56000,15263.16,concesionaria,5.0,11200.0,1,0
Renault,Duster,2012.0,plata,Nafta,Manual,2.0,193000,11578.95,concesionaria,12.0,16083.0,1,0
Renault,Duster,2016.0,marrón,Nafta/GNC,,1.6,135000,13900.0,concesionaria,8.0,16875.0,1,0
Renault,Duster,2015.0,gris,Nafta,Manual,1.6,120000,10526.32,particular,9.0,13333.0,1,0
Renault,Duster,2024.0,plata,Nafta,Manual,1.3,0,34736.84,concesionaria,0.0,0.0,1,1
Renault,Duster,2013.0,gris,Nafta,Manual,1.6,122000,9473.68,concesionaria,11.0,11090.0,1,0
Renault,Duster,2024.0,gris,Nafta,Automática,1.3,0,36842.11,concesionaria,0.0,0.0,1,0
Renault,Duster,2013.0,verde,Nafta,Manual,2.0,76000,12500.0,concesionaria,11.0,6909.0,1,0
Renault,Duster,2013.0,azul,Nafta,Manual,1.6,76000,10300.0,concesionaria,11.0,6909.0,1,0
Renault,Duster,2016.0,marrón,Nafta,Manual,2.0,72236,16947.37,tienda,8.0,9029.0,1,0
Renault,Duster,2018.0,gris,Nafta,Manual,2.0,112000,17789.47,tienda,6.0,18666.0,1,0
Renault,Duster,2017.0,blanco,Nafta,Manual,2.0,83000,15263.16,concesionaria,7.0,11857.0,1,0
Renault,Duster,2024.0,gris,Nafta,Automática,1.3,0,29473.68,concesionaria,0.0,0.0,1,1
Renault,Duster,2018.0,gris,Nafta,Manual,1.6,60000,16315.79,concesionaria,6.0,10000.0,1,0
Renault,Duster,2013.0,blanco,Nafta,Manual,2.0,120000,12105.26,concesionaria,11.0,10909.0,1,0
Renault,Duster,2017.0,plata,Nafta,Manual,1.6,81000,15263.16,concesionaria,7.0,11571.0,1,0
Renault,Duster,2023.0,marrón,Nafta,Manual,2.0,0,27898.95,concesionaria,1.0,0.0,1,0
Renault,Duster,2023.0,marrón,Nafta,Manual,2.0,0,27897.89,concesionaria,1.0,0.0,1,0
Renault,Duster,2023.0,marrón,Nafta,Manual,2.0,0,27895.79,concesionaria,1.0,0.0,1,0
Renault,Duster,2023.0,marrón,Nafta,Manual,2.0,0,27894.74,concesionaria,1.0,0.0,1,0
Renault,Duster,2023.0,marrón,Nafta,Manual,2.0,0,27850.53,concesionaria,1.0,0.0,1,0
Renault,Duster,2012.0,verde,Nafta,Manual,1.6,81300,12631.56,concesionaria,12.0,6775.0,1,0
Renault,Duster,2014.0,blanco,Nafta,Manual,2.0,85000,5789.47,concesionaria,10.0,8500.0,1,0
Renault,Duster,2015.0,gris,Nafta/GNC,Manual,1.6,110000,13473.68,concesionaria,9.0,12222.0,1,0
Renault,Duster,2019.0,gris,Nafta,Manual,1.6,59007,17842.1,concesionaria,5.0,11801.0,1,0
Renault,Duster,2015.0,marrón,Nafta,Manual,1.6,156000,12500.0,concesionaria,9.0,17333.0,1,0
